format	1
declaration	historical_module	destination_module	decision	kind	visibility	command_root	start_line
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_budget	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_budget	6254
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_budget_mono	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_budget_mono	6264
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_budget_mono_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_budget_mono_scalar	6270
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_budget_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_budget_scalar	6259
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_certificate	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_certificate	4271
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_certificate_mono	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_certificate_mono	4283
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_certificate_mono_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_certificate_mono_scalar	4289
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_certificate_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_certificate_scalar	4277
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_error_model	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_error_model	5122
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_error_model_mono	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_error_model_mono	5134
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_error_model_mono_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_error_model_mono_scalar	5140
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_error_model_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_gram_eigenvalues_computed_residual_error_model_scalar	5128
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_budget	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_budget	6231
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_budget_mono	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_budget_mono	6243
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_budget_mono_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_budget_mono_scalar	6249
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_budget_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_budget_scalar	6237
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_certificate	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_certificate	4247
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_certificate_mono	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_certificate_mono	4259
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_certificate_mono_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_certificate_mono_scalar	4265
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_certificate_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_certificate_scalar	4253
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_error_model	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_error_model	5098
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_error_model_mono	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_error_model_mono	5110
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_error_model_mono_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_error_model_mono_scalar	5116
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_error_model_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_computed_residual_error_model_scalar	5104
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_budget	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_budget	6275
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_budget_mono	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_budget_mono	6287
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_budget_mono_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_budget_mono_scalar	6293
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_budget_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_budget_scalar	6281
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_certificate	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_certificate	4295
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_certificate_mono	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_certificate_mono	4307
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_certificate_mono_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_certificate_mono_scalar	4313
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_certificate_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_certificate_scalar	4301
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_error_model	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_error_model	5146
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_error_model_mono	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_error_model_mono	5158
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_error_model_mono_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_error_model_mono_scalar	5164
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_error_model_scalar	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_vecCoeff_sigmaMin_computed_residual_error_model_scalar	5152
NumStability.H16_eq16_29_sylvester_relative_error_le_of_operator_sigmaMin_computed_residual_budget	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_relative_error_le_of_operator_sigmaMin_computed_residual_budget	5534
NumStability.H16_eq16_29_sylvester_relative_error_le_of_pos_le_sylvesterSepInf_computed_residual_budget	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_relative_error_le_of_pos_le_sylvesterSepInf_computed_residual_budget	5603
NumStability.H16_eq16_29_sylvester_relative_error_le_of_pos_le_sylvesterSepInf_computed_residual_error_model	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_relative_error_le_of_pos_le_sylvesterSepInf_computed_residual_error_model	5744
NumStability.H16_eq16_29_sylvester_relative_error_le_of_sepLowerBound_computed_residual_budget	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_relative_error_le_of_sepLowerBound_computed_residual_budget	5582
NumStability.H16_eq16_29_sylvester_relative_error_le_of_sepLowerBound_computed_residual_error_model	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_relative_error_le_of_sepLowerBound_computed_residual_error_model	5698
NumStability.H16_eq16_2_26_existsUnique_sylvesterVecCoeff_mulVec_of_pos_le_sylvesterSepInf	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_26_existsUnique_sylvesterVecCoeff_mulVec_of_pos_le_sylvesterSepInf	3079
NumStability.H16_eq16_2_26_existsUnique_sylvesterVecCoeff_mulVec_of_sepLowerBound	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_26_existsUnique_sylvesterVecCoeff_mulVec_of_sepLowerBound	3067
NumStability.H16_eq16_2_26_existsUnique_sylvesterVecCoeff_nonsingInv_mulVec_solution_of_pos_le_sylvesterSepInf	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_26_existsUnique_sylvesterVecCoeff_nonsingInv_mulVec_solution_of_pos_le_sylvesterSepInf	4280
NumStability.H16_eq16_2_26_existsUnique_sylvesterVecCoeff_nonsingInv_mulVec_solution_of_sepLowerBound	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_26_existsUnique_sylvesterVecCoeff_nonsingInv_mulVec_solution_of_sepLowerBound	3264
NumStability.H16_eq16_2_26_sylvesterVecCoeff_det_ne_zero_of_left_inverse_finiteOpNorm2Le	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_26_sylvesterVecCoeff_det_ne_zero_of_left_inverse_finiteOpNorm2Le	1046
NumStability.H16_eq16_2_26_sylvesterVecCoeff_det_ne_zero_of_vecCoeff_gram_eigenvalues	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_26_sylvesterVecCoeff_det_ne_zero_of_vecCoeff_gram_eigenvalues	1040
NumStability.H16_eq16_2_26_sylvesterVecCoeff_det_ne_zero_of_vecCoeff_sigmaMin	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_26_sylvesterVecCoeff_det_ne_zero_of_vecCoeff_sigmaMin	1034
NumStability.H16_eq16_2_26_sylvesterVecCoeff_eq_nonsingInv_mulVec_of_mulVec_eq_of_pos_le_sylvesterSepInf	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_26_sylvesterVecCoeff_eq_nonsingInv_mulVec_of_mulVec_eq_of_pos_le_sylvesterSepInf	3209
NumStability.H16_eq16_2_26_sylvesterVecCoeff_eq_nonsingInv_mulVec_of_mulVec_eq_of_sepLowerBound	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_26_sylvesterVecCoeff_eq_nonsingInv_mulVec_of_mulVec_eq_of_sepLowerBound	3191
NumStability.H16_eq16_2_26_sylvesterVecCoeff_mulVec_bijective_of_pos_le_sylvesterSepInf	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_26_sylvesterVecCoeff_mulVec_bijective_of_pos_le_sylvesterSepInf	3073
NumStability.H16_eq16_2_26_sylvesterVecCoeff_mulVec_bijective_of_sepLowerBound	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_26_sylvesterVecCoeff_mulVec_bijective_of_sepLowerBound	3061
NumStability.H16_eq16_2_26_sylvesterVecCoeff_mulVec_nonsingInv_mulVec_of_pos_le_sylvesterSepInf	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_26_sylvesterVecCoeff_mulVec_nonsingInv_mulVec_of_pos_le_sylvesterSepInf	3203
NumStability.H16_eq16_2_26_sylvesterVecCoeff_mulVec_nonsingInv_mulVec_of_sepLowerBound	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_26_sylvesterVecCoeff_mulVec_nonsingInv_mulVec_of_sepLowerBound	3185
NumStability.H16_eq16_2_26_sylvesterVecCoeff_nonsingInv_mulVec_mulVec_of_pos_le_sylvesterSepInf	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_26_sylvesterVecCoeff_nonsingInv_mulVec_mulVec_of_pos_le_sylvesterSepInf	3197
NumStability.H16_eq16_2_26_sylvesterVecCoeff_nonsingInv_mulVec_mulVec_of_sepLowerBound	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_26_sylvesterVecCoeff_nonsingInv_mulVec_mulVec_of_sepLowerBound	3180
NumStability.H16_eq16_2_26_sylvesterVecCoeff_nonsingInv_mulVec_solution_of_pos_le_sylvesterSepInf	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_26_sylvesterVecCoeff_nonsingInv_mulVec_solution_of_pos_le_sylvesterSepInf	4274
NumStability.H16_eq16_2_26_sylvesterVecCoeff_nonsingInv_mulVec_solution_of_sepLowerBound	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_26_sylvesterVecCoeff_nonsingInv_mulVec_solution_of_sepLowerBound	3258
NumStability.H16_eq16_2_27_existsUnique_lyapunovVecCoeff_mulVec_of_operator_sigmaMin	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_27_existsUnique_lyapunovVecCoeff_mulVec_of_operator_sigmaMin	2219
NumStability.H16_eq16_2_27_existsUnique_lyapunovVecCoeff_mulVec_of_pos_le_sylvesterSepInf	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_27_existsUnique_lyapunovVecCoeff_mulVec_of_pos_le_sylvesterSepInf	1598
NumStability.H16_eq16_2_27_existsUnique_lyapunovVecCoeff_mulVec_of_sepLowerBound	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_27_existsUnique_lyapunovVecCoeff_mulVec_of_sepLowerBound	1586
NumStability.H16_eq16_2_27_existsUnique_lyapunovVecCoeff_nonsingInv_mulVec_solution_of_operator_sigmaMin	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_27_existsUnique_lyapunovVecCoeff_nonsingInv_mulVec_solution_of_operator_sigmaMin	2231
NumStability.H16_eq16_2_27_existsUnique_lyapunovVecCoeff_nonsingInv_mulVec_solution_of_pos_le_sylvesterSepInf	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_27_existsUnique_lyapunovVecCoeff_nonsingInv_mulVec_solution_of_pos_le_sylvesterSepInf	1703
NumStability.H16_eq16_2_27_existsUnique_lyapunovVecCoeff_nonsingInv_mulVec_solution_of_sepLowerBound	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_27_existsUnique_lyapunovVecCoeff_nonsingInv_mulVec_solution_of_sepLowerBound	1691
NumStability.H16_eq16_2_27_existsUnique_sylvesterVecCoeff_lyapunovSpecial_mulVec_of_operator_sigmaMin	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_27_existsUnique_sylvesterVecCoeff_lyapunovSpecial_mulVec_of_operator_sigmaMin	4200
NumStability.H16_eq16_2_27_existsUnique_sylvesterVecCoeff_lyapunovSpecial_mulVec_of_pos_le_sylvesterSepInf	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_27_existsUnique_sylvesterVecCoeff_lyapunovSpecial_mulVec_of_pos_le_sylvesterSepInf	3979
NumStability.H16_eq16_2_27_existsUnique_sylvesterVecCoeff_lyapunovSpecial_mulVec_of_sepLowerBound	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_27_existsUnique_sylvesterVecCoeff_lyapunovSpecial_mulVec_of_sepLowerBound	3918
NumStability.H16_eq16_2_27_existsUnique_sylvesterVecCoeff_lyapunovSpecial_nonsingInv_mulVec_solution_of_operator_sigmaMin	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.ComplexSolvability.Vectorized	move_source	theorem	public	NumStability.H16_eq16_2_27_existsUnique_sylvesterVecCoeff_lyapunovSpecial_nonsingInv_mulVec_solution_of_operator_sigmaMin	4214
