format	1
declaration	historical_module	destination_module	decision	kind	visibility	command_root	start_line
NumStability.FiniteProbability.cstarMatrix_log_expectationCStarMatrix_normed_exp_real_smul_le_bernstein_variance_proxy_of_prob_pos	NumStability.Analysis.LiebTrace	NumStability.Analysis.MatrixInequalities.LiebTrace.Concavity	move_reusable	theorem	public	NumStability.FiniteProbability.cstarMatrix_log_expectationCStarMatrix_normed_exp_real_smul_le_bernstein_variance_proxy_of_prob_pos	750
NumStability.FiniteProbability.expectationCStarMatrix	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	definition	public	NumStability.FiniteProbability.expectationCStarMatrix	104
NumStability.FiniteProbability.expectationCStarMatrix_add	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_add	145
NumStability.FiniteProbability.expectationCStarMatrix_add_pos_smul_one_isStrictlyPositive	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_add_pos_smul_one_isStrictlyPositive	352
NumStability.FiniteProbability.expectationCStarMatrix_apply	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_apply	111
NumStability.FiniteProbability.expectationCStarMatrix_cfc_real_exp_mul_le_bernstein_variance_proxy	NumStability.Analysis.LiebTrace	NumStability.Analysis.MatrixInequalities.LiebTrace.Concavity	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_cfc_real_exp_mul_le_bernstein_variance_proxy	465
NumStability.FiniteProbability.expectationCStarMatrix_cfc_real_exp_mul_le_bernstein_variance_proxy_of_prob_pos	NumStability.Analysis.LiebTrace	NumStability.Analysis.MatrixInequalities.LiebTrace.Concavity	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_cfc_real_exp_mul_le_bernstein_variance_proxy_of_prob_pos	529
NumStability.FiniteProbability.expectationCStarMatrix_const	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_const	138
NumStability.FiniteProbability.expectationCStarMatrix_eq_sum_real_smul	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_eq_sum_real_smul	186
NumStability.FiniteProbability.expectationCStarMatrix_eq_sum_smul	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_eq_sum_smul	174
NumStability.FiniteProbability.expectationCStarMatrix_finiteComplexCStarMatrix	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_finiteComplexCStarMatrix	128
NumStability.FiniteProbability.expectationCStarMatrix_isStrictlyPositive	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_isStrictlyPositive	280
NumStability.FiniteProbability.expectationCStarMatrix_mono	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_mono	328
NumStability.FiniteProbability.expectationCStarMatrix_mono_of_prob_pos	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_mono_of_prob_pos	339
NumStability.FiniteProbability.expectationCStarMatrix_neg	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_neg	310
NumStability.FiniteProbability.expectationCStarMatrix_nonneg	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_nonneg	248
NumStability.FiniteProbability.expectationCStarMatrix_nonneg_of_prob_pos	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_nonneg_of_prob_pos	260
NumStability.FiniteProbability.expectationCStarMatrix_real_smul	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_real_smul	161
NumStability.FiniteProbability.expectationCStarMatrix_smul	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_smul	153
NumStability.FiniteProbability.expectationCStarMatrix_sub	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationCStarMatrix_sub	318
NumStability.FiniteProbability.expectationComplex	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	definition	public	NumStability.FiniteProbability.expectationComplex	29
NumStability.FiniteProbability.expectationComplex_add	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationComplex_add	80
NumStability.FiniteProbability.expectationComplex_const	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationComplex_const	67
NumStability.FiniteProbability.expectationComplex_ofReal	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationComplex_ofReal	51
NumStability.FiniteProbability.expectationComplex_re	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationComplex_re	59
NumStability.FiniteProbability.expectationComplex_smul	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationComplex_smul	92
NumStability.FiniteProbability.expectationComplex_sum	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationComplex_sum	35
NumStability.FiniteProbability.expectationReal_le_of_concaveOn_expectationCStarMatrix	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationReal_le_of_concaveOn_expectationCStarMatrix	197
NumStability.FiniteProbability.expectationReal_trace_cfc_exp_add_log_le_of_concaveOn	NumStability.Analysis.CStarMatrixExpectation	NumStability.Analysis.CStarMatrices.Expectation.Finite	move_reusable	theorem	public	NumStability.FiniteProbability.expectationReal_trace_cfc_exp_add_log_le_of_concaveOn	213
NumStability.FiniteProbability.expectationReal_trace_normed_exp_add_le	NumStability.Analysis.LiebTrace	NumStability.Analysis.MatrixInequalities.LiebTrace.Concavity	move_reusable	theorem	public	NumStability.FiniteProbability.expectationReal_trace_normed_exp_add_le	9586
NumStability.FiniteProbability.expectationReal_trace_normed_exp_add_le_of_liebTraceConcavityTarget	NumStability.Analysis.LiebTrace	NumStability.Analysis.MatrixInequalities.LiebTrace.Concavity	move_reusable	theorem	public	NumStability.FiniteProbability.expectationReal_trace_normed_exp_add_le_of_liebTraceConcavityTarget	971
NumStability.H16_eq16_15_exists_sylvesterBackwardError_minimizer_of_svdOptimalPerturbations	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Algorithms.Sylvester.Higham16Minimizers	retain_historical	theorem	public	NumStability.H16_eq16_15_exists_sylvesterBackwardError_minimizer_of_svdOptimalPerturbations	622
NumStability.H16_eq16_15_isLeast_sylvesterBackwardErrorValues_of_svdOptimalPerturbations	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Algorithms.Sylvester.Higham16Minimizers	retain_historical	theorem	public	NumStability.H16_eq16_15_isLeast_sylvesterBackwardErrorValues_of_svdOptimalPerturbations	632
NumStability.H16_eq16_15_sylvesterBackwardErrorInf_mem_sylvesterBackwardErrorValues_of_svdOptimalPerturbations	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Algorithms.Sylvester.Higham16Minimizers	retain_historical	theorem	public	NumStability.H16_eq16_15_sylvesterBackwardErrorInf_mem_sylvesterBackwardErrorValues_of_svdOptimalPerturbations	627
NumStability.H16_eq16_15_sylvester_eta_xi_bounds_of_svdOptimalPerturbations	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.AttainedMinima.Equations15And21	move_source	theorem	public	NumStability.H16_eq16_15_sylvester_eta_xi_bounds_of_svdOptimalPerturbations	661
NumStability.H16_eq16_17_sylvester_eta_residual_amplification_of_svd	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.AttainedMinima.Equations15And21	move_source	theorem	public	NumStability.H16_eq16_17_sylvester_eta_residual_amplification_of_svd	683
NumStability.H16_eq16_21_exists_lyapunovBackwardError_minimizer	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Algorithms.Sylvester.Higham16Minimizers	retain_historical	theorem	public	NumStability.H16_eq16_21_exists_lyapunovBackwardError_minimizer	986
NumStability.H16_eq16_21_exists_lyapunovBackwardError_minimizer_of_symmetric_spectral	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Algorithms.Sylvester.Higham16Minimizers	retain_historical	theorem	public	NumStability.H16_eq16_21_exists_lyapunovBackwardError_minimizer_of_symmetric_spectral	1003
NumStability.H16_eq16_21_isLeast_lyapunovBackwardErrorValues	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Algorithms.Sylvester.Higham16Minimizers	retain_historical	theorem	public	NumStability.H16_eq16_21_isLeast_lyapunovBackwardErrorValues	997
NumStability.H16_eq16_21_isLeast_lyapunovBackwardErrorValues_of_symmetric_spectral	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Algorithms.Sylvester.Higham16Minimizers	retain_historical	theorem	public	NumStability.H16_eq16_21_isLeast_lyapunovBackwardErrorValues_of_symmetric_spectral	1009
NumStability.H16_eq16_21_lyapunovBackwardErrorInf_mem_lyapunovBackwardErrorValues	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Algorithms.Sylvester.Higham16Minimizers	retain_historical	theorem	public	NumStability.H16_eq16_21_lyapunovBackwardErrorInf_mem_lyapunovBackwardErrorValues	991
NumStability.H16_eq16_21_lyapunov_eta_residual_amplification_of_symmetric_spectral	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.AttainedMinima.Equations15And21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunov_eta_residual_amplification_of_symmetric_spectral	1096
NumStability.H16_eq16_21_lyapunov_eta_xi_bounds_of_symmetric_spectral	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.AttainedMinima.Equations15And21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunov_eta_xi_bounds_of_symmetric_spectral	1044
NumStability.H16_eq16_21_lyapunov_relative_residual_le_backwardErrorInf_of_symmetric_spectral	NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.AttainedMinima.Equations15And21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunov_relative_residual_le_backwardErrorInf_of_symmetric_spectral	1145
NumStability.H16_eq16_23_sylvester_first_order_bound_diagonal_of_vecCoeff_entrywise_abs_ge	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_23_sylvester_first_order_bound_diagonal_of_vecCoeff_entrywise_abs_ge	6620
NumStability.H16_eq16_23_sylvester_first_order_bound_of_sigmaMin	NumStability.Algorithms.Sylvester.Higham16PsiSigmaMin	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.StructuredSylvester	move_source	theorem	public	NumStability.H16_eq16_23_sylvester_first_order_bound_of_sigmaMin	59
NumStability.H16_eq16_23_sylvester_first_order_bound_of_vecCoeff_gram_eigenvalues	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_23_sylvester_first_order_bound_of_vecCoeff_gram_eigenvalues	6408
NumStability.H16_eq16_23_sylvester_first_order_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_23_sylvester_first_order_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le	6602
NumStability.H16_eq16_23_sylvester_first_order_bound_of_vecCoeff_sigmaMin	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_23_sylvester_first_order_bound_of_vecCoeff_sigmaMin	6596
NumStability.H16_eq16_23_sylvester_first_order_bound_schurDiagonal_of_vecCoeff_entrywise_abs_ge	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_23_sylvester_first_order_bound_schurDiagonal_of_vecCoeff_entrywise_abs_ge	6633
NumStability.H16_eq16_24_structured_condition_diagonal_of_vecCoeff_entrywise_abs_ge	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_24_structured_condition_diagonal_of_vecCoeff_entrywise_abs_ge	6414
NumStability.H16_eq16_24_structured_condition_of_sigmaMin	NumStability.Algorithms.Sylvester.Higham16PsiSigmaMin	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.StructuredSylvester	move_source	theorem	public	NumStability.H16_eq16_24_structured_condition_of_sigmaMin	82
NumStability.H16_eq16_24_structured_condition_of_vecCoeff_gram_eigenvalues	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_24_structured_condition_of_vecCoeff_gram_eigenvalues	6283
NumStability.H16_eq16_24_structured_condition_of_vecCoeff_left_inverse_finiteOpNorm2Le	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_24_structured_condition_of_vecCoeff_left_inverse_finiteOpNorm2Le	6240
NumStability.H16_eq16_24_structured_condition_of_vecCoeff_sigmaMin	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_24_structured_condition_of_vecCoeff_sigmaMin	6212
NumStability.H16_eq16_24_structured_condition_schurDiagonal_of_vecCoeff_entrywise_abs_ge	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_24_structured_condition_schurDiagonal_of_vecCoeff_entrywise_abs_ge	6443
NumStability.H16_eq16_24_sylvester_relative_first_order_bound_diagonal_of_vecCoeff_entrywise_abs_ge	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_24_sylvester_relative_first_order_bound_diagonal_of_vecCoeff_entrywise_abs_ge	6626
NumStability.H16_eq16_24_sylvester_relative_first_order_bound_of_sigmaMin	NumStability.Algorithms.Sylvester.Higham16PsiSigmaMin	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.StructuredSylvester	move_source	theorem	public	NumStability.H16_eq16_24_sylvester_relative_first_order_bound_of_sigmaMin	151
NumStability.H16_eq16_24_sylvester_relative_first_order_bound_of_vecCoeff_gram_eigenvalues	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_24_sylvester_relative_first_order_bound_of_vecCoeff_gram_eigenvalues	6411
NumStability.H16_eq16_24_sylvester_relative_first_order_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_24_sylvester_relative_first_order_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le	6614
NumStability.H16_eq16_24_sylvester_relative_first_order_bound_of_vecCoeff_sigmaMin	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_24_sylvester_relative_first_order_bound_of_vecCoeff_sigmaMin	6608
NumStability.H16_eq16_24_sylvester_relative_first_order_bound_schurDiagonal_of_vecCoeff_entrywise_abs_ge	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_24_sylvester_relative_first_order_bound_schurDiagonal_of_vecCoeff_entrywise_abs_ge	6640
NumStability.H16_eq16_25_sylvester_perturbation_bound_diagonal_of_vecCoeff_entrywise_abs_ge_total	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_25_sylvester_perturbation_bound_diagonal_of_vecCoeff_entrywise_abs_ge_total	7416
NumStability.H16_eq16_25_sylvester_perturbation_bound_of_sigmaMin	NumStability.Algorithms.Sylvester.Higham16PerturbationSigmaMin	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.SylvesterPerturbation	move_source	theorem	public	NumStability.H16_eq16_25_sylvester_perturbation_bound_of_sigmaMin	109
NumStability.H16_eq16_25_sylvester_perturbation_bound_of_sigmaMin_total	NumStability.Algorithms.Sylvester.Higham16PerturbationSigmaMin	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.SylvesterPerturbation	move_source	theorem	public	NumStability.H16_eq16_25_sylvester_perturbation_bound_of_sigmaMin_total	170
NumStability.H16_eq16_25_sylvester_perturbation_bound_of_vecCoeff_gram_eigenvalues_total	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_25_sylvester_perturbation_bound_of_vecCoeff_gram_eigenvalues_total	7359
NumStability.H16_eq16_25_sylvester_perturbation_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_total	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_25_sylvester_perturbation_bound_of_vecCoeff_left_inverse_finiteOpNorm2Le_total	7306
NumStability.H16_eq16_25_sylvester_perturbation_bound_of_vecCoeff_sigmaMin_total	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_25_sylvester_perturbation_bound_of_vecCoeff_sigmaMin_total	7253
NumStability.H16_eq16_25_sylvester_perturbation_bound_schurDiagonal_of_vecCoeff_entrywise_abs_ge_total	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_25_sylvester_perturbation_bound_schurDiagonal_of_vecCoeff_entrywise_abs_ge_total	7468
NumStability.H16_eq16_25_sylvester_relative_perturbation_diagonal_of_vecCoeff_entrywise_abs_ge_total	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_25_sylvester_relative_perturbation_diagonal_of_vecCoeff_entrywise_abs_ge_total	7441
NumStability.H16_eq16_25_sylvester_relative_perturbation_of_sigmaMin	NumStability.Algorithms.Sylvester.Higham16PerturbationSigmaMin	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.SylvesterPerturbation	move_source	theorem	public	NumStability.H16_eq16_25_sylvester_relative_perturbation_of_sigmaMin	142
NumStability.H16_eq16_25_sylvester_relative_perturbation_of_sigmaMin_total	NumStability.Algorithms.Sylvester.Higham16PerturbationSigmaMin	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.SylvesterPerturbation	move_source	theorem	public	NumStability.H16_eq16_25_sylvester_relative_perturbation_of_sigmaMin_total	219
NumStability.H16_eq16_25_sylvester_relative_perturbation_of_vecCoeff_gram_eigenvalues_total	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_25_sylvester_relative_perturbation_of_vecCoeff_gram_eigenvalues_total	7388
NumStability.H16_eq16_25_sylvester_relative_perturbation_of_vecCoeff_left_inverse_finiteOpNorm2Le_total	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_25_sylvester_relative_perturbation_of_vecCoeff_left_inverse_finiteOpNorm2Le_total	7332
NumStability.H16_eq16_25_sylvester_relative_perturbation_of_vecCoeff_sigmaMin_total	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_25_sylvester_relative_perturbation_of_vecCoeff_sigmaMin_total	7279
NumStability.H16_eq16_25_sylvester_relative_perturbation_schurDiagonal_of_vecCoeff_entrywise_abs_ge_total	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_25_sylvester_relative_perturbation_schurDiagonal_of_vecCoeff_entrywise_abs_ge_total	7498
NumStability.H16_eq16_26_SepLowerBound_lyapunovSpectralDiagonal_of_entrywise_abs_ge	NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	move_source	theorem	public	NumStability.H16_eq16_26_SepLowerBound_lyapunovSpectralDiagonal_of_entrywise_abs_ge	5567
