declaration	owner_module	destination_module	visibility	kind
NumStability.countSketchUniformRowTraceProbability_eventProb_sparseStoredSignTreeComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_twoSidedLoewner_cover_ge_one_sub_sum_coeff_add_frob_add_row	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramGrids	public	theorem
NumStability.countSketchUniformRowTraceProbability_eventProb_sparseStoredSignTreeComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_coeff_add_frob_add_row_budget	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramGrids	public	theorem
NumStability.countSketchUniformRowTraceProbability_eventProb_sparseStoredSignTreeComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_gridNorm_add_nat_add_row_orthonormal_budget	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramGrids	public	theorem
NumStability.countSketchUniformRowTraceProbability_eventProb_sparseStoredSignTreeComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_coeff_add_frob_add_row	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramGrids	public	theorem
NumStability.countSketchUniformRowTraceProbability_eventProb_sparseStoredSignTreeComputedPreconditioned_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_coeff_add_frob_add_row_budget	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramGrids	public	theorem
NumStability.countSketchUniformRowTraceProbability_eventProb_sparseStoredSignTreeComputedPreconditioned_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_gridNorm_add_nat_add_row_orthonormal_budget	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramGrids	public	theorem
NumStability.countSketchUniformRowTraceProbability_eventProb_uniformRowFactoredInputSampleGram_two_sided_finiteLoewnerLe_ge_one_sub_square_inv_add_delta	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.UniformRowEmbedding	public	theorem
NumStability.countSketchUniformRowTraceProbability_eventProb_uniformRowSampleGram_rowGram_frob_error_le_ge_one_sub	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.UniformRowEmbedding	public	theorem
NumStability.countSketchUniformRowTraceProbability_eventProb_uniformRowSampleGram_two_sided_finiteLoewnerLe_ge_one_sub_square_inv_add_delta	NumStability.Algorithms.RandNLA.UniformRowSamplingComposition	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.UniformRowEmbedding	public	theorem
NumStability.leverageTraceProbability_eventProb_fl_lsObjective_le_one_add_eta_of_augmentedSpan	NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.Source.DrineasMahoney.RandNLA2016.Equation08.LeastSquaresSketch.FloatingPointObjectiveBounds	public	theorem
NumStability.leverageTraceProbability_eventProb_fl_lsObjective_le_one_add_eta_of_coordinate_quadratic_error	NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.Source.DrineasMahoney.RandNLA2016.Equation08.LeastSquaresSketch.FloatingPointObjectiveBounds	public	theorem
NumStability.leverageTraceProbability_eventProb_fl_lsObjective_le_one_add_eta_of_idBasis	NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.Source.DrineasMahoney.RandNLA2016.Equation08.LeastSquaresSketch.FloatingPointObjectiveBounds	public	theorem
NumStability.leverageTraceProbability_eventProb_fl_rowSampleGramDot_opNorm2_error_le_epsilon_add_budget	NumStability.Algorithms.RandNLA.RowSamplingLeverage	NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.SampledGramOperatorNorm	public	theorem
NumStability.leverageTraceProbability_eventProb_lsObjective_le_one_add_eta_of_coordinate_quadratic_error	NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.Source.DrineasMahoney.RandNLA2016.Equation08.LeastSquaresSketch.SketchedObjectiveBounds	public	theorem
NumStability.leverageTraceProbability_eventProb_rowSampleGram_opNorm2_error_le_epsilon	NumStability.Algorithms.RandNLA.RowSamplingLeverage	NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.SampledGramOperatorNorm	public	theorem
NumStability.leverageTraceProbability_eventProb_rowSampleLSObjective_le_one_add_eta_of_augmentedSpan	NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.Source.DrineasMahoney.RandNLA2016.Equation08.LeastSquaresSketch.SketchedObjectiveBounds	public	theorem
NumStability.leverageTraceProbability_eventProb_rowSampleLSObjective_le_one_add_eta_of_idBasis	NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.Source.DrineasMahoney.RandNLA2016.Equation08.LeastSquaresSketch.SketchedObjectiveBounds	public	theorem
NumStability.leverageTraceProbability_eventProb_rowSampleLSObjective_le_one_add_eta_of_residual_coordinates	NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.Source.DrineasMahoney.RandNLA2016.Equation08.LeastSquaresSketch.SketchedObjectiveBounds	public	theorem
NumStability.leverageTraceProbability_eventProb_rowSampleLSObjective_le_one_add_eta_of_residualsInColumnSpace	NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.Source.DrineasMahoney.RandNLA2016.Equation08.LeastSquaresSketch.SketchedObjectiveBounds	public	theorem
NumStability.rowSqNormTraceProbMass_marginal_two_ne	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_eventProb_computedGram_frob_error_le_epsilon_add_tau	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGramDotWithComputedDen_frob_error_le_epsilon_add_explicit_budget	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGramDot_frob_error_le_epsilon_add_explicit_budget	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGramWithComputedDen_frob_error_le_epsilon_add_explicit_budget	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_explicit_budget	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_scaling_budget	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_tau	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_tau_dot_zero	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_tau_of_entrywise_budget	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_tau_of_forall	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_eventProb_rowSampleGram_frob_error_le_epsilon	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_eventProb_rowSampleGram_frob_error_le_epsilon_of_budget	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_eventProb_rowSampleGram_frob_error_le_ge_one_sub	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_eventProb_rowSketchGram_frob_error_le_epsilon_add_tau	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_expectationReal_centered_sum_sq	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_expectationReal_fl_rowSampleGram_frob_error_le_add_perturb	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_expectationReal_rowSampleGram_entry_error_sq	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_expectationReal_rowSampleGram_frob_error_le	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_expectationReal_rowSampleGram_frob_error_sq_le	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_expectationReal_rowSketchGram_frob_error_le_add_perturb	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.rowSqNormTraceProbability_expectationReal_sampleAverage_sub_mean_sq	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	public	theorem
NumStability.sqMagTraceProbMass_marginal_two_ne	NumStability.Algorithms.RandNLA.HitCountConcentration	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm01.ElementwiseSampling.HitPairEvents	public	theorem
NumStability.sqMagTraceProbability_eventProb_algorithm1ExactEntrywiseEvent_ge_one_sub	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.ResidualMomentBounds	public	theorem
NumStability.sqMagTraceProbability_eventProb_algorithm1ExactFrobEvent_ge_one_sub	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.SpectralEventEndpoints	public	theorem
NumStability.sqMagTraceProbability_eventProb_algorithm1ExactSpectralEvent_ge_one_sub_cover	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.SpectralEventEndpoints	public	theorem
NumStability.sqMagTraceProbability_eventProb_algorithm1ExactSpectralEvent_ge_one_sub_entrywise	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.SpectralEventEndpoints	public	theorem
NumStability.sqMagTraceProbability_eventProb_algorithm1ExactSpectralEvent_ge_one_sub_frob	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.SpectralEventEndpoints	public	theorem
NumStability.sqMagTraceProbability_eventProb_algorithm1FlSpectralEvent_ge_one_sub_cover	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.SpectralEventEndpoints	public	theorem
NumStability.sqMagTraceProbability_eventProb_algorithm1FlSpectralEvent_ge_one_sub_entrywise	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.SpectralEventEndpoints	public	theorem
NumStability.sqMagTraceProbability_eventProb_algorithm1FlSpectralEvent_ge_one_sub_frob	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.SpectralEventEndpoints	public	theorem
NumStability.sqMagTraceProbability_eventProb_algorithm1FlSpectralRadius_ge_one_sub_delta_frob_explicit_gamma_square	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.SpectralEventEndpoints	public	theorem
NumStability.sqMagTraceProbability_eventProb_elementwiseTraceResidual_entry_abs_le_ge_one_sub	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.ResidualMomentBounds	public	theorem
NumStability.sqMagTraceProbability_eventProb_fl_vecNorm2_rectMatMulVec_elementwiseTraceResidual_le_ge_one_sub	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.ResidualMomentBounds	public	theorem
NumStability.sqMagTraceProbability_eventProb_forall_fl_vecNorm2_rectMatMulVec_elementwiseTraceResidual_le_ge_one_sub_sum	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.ResidualMomentBounds	public	theorem
NumStability.sqMagTraceProbability_eventProb_forall_vecNorm2_rectMatMulVec_elementwiseTraceResidual_le_ge_one_sub_sum	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.ResidualMomentBounds	public	theorem
NumStability.sqMagTraceProbability_eventProb_sampleHits_pair_ne	NumStability.Algorithms.RandNLA.HitCountConcentration	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm01.ElementwiseSampling.HitPairEvents	public	theorem
NumStability.sqMagTraceProbability_eventProb_vecNorm2_rectMatMulVec_elementwiseTraceResidual_le_ge_one_sub	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.ResidualMomentBounds	public	theorem
NumStability.sqMagTraceProbability_expectationReal_elementwiseTraceResidual_entry_sq_le	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.ResidualMomentBounds	public	theorem
NumStability.sqMagTraceProbability_expectationReal_elementwiseTraceResidual_frob_sq_le	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.ResidualMomentBounds	public	theorem
NumStability.sqMagTraceProbability_expectationReal_vecNorm2Sq_rectMatMulVec_elementwiseTraceResidual_le	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.ResidualMomentBounds	public	theorem
NumStability.uniformRowTraceProbMass_marginal_two_ne	NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	public	theorem
NumStability.uniformRowTraceProbability_eventProb_fl_uniformRowSampleGramDotWithComputedDen_rowGram_frob_error_le_ge_one_sub	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramDotFloatingPoint	public	theorem
NumStability.uniformRowTraceProbability_eventProb_fl_uniformRowSampleGramDotWithComputedDen_rowGram_frob_error_le_ge_one_sub_frobNorm	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramDotFloatingPoint	public	theorem
NumStability.uniformRowTraceProbability_eventProb_fl_uniformRowSampleGramDot_rowGram_frob_error_le_ge_one_sub	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramDotFloatingPoint	public	theorem
NumStability.uniformRowTraceProbability_eventProb_fl_uniformRowSampleGramDot_rowGram_frob_error_le_ge_one_sub_frobNorm	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramDotFloatingPoint	public	theorem
NumStability.uniformRowTraceProbability_eventProb_pair_collision_eq_inv	NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	public	theorem
NumStability.uniformRowTraceProbability_eventProb_uniformRowSampleGram_frob_error_le_ge_one_sub	NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	public	theorem
NumStability.uniformRowTraceProbability_eventProb_uniformRowSampleGram_frob_error_le_ge_one_sub_frobNorm	NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	public	theorem
NumStability.uniformRowTraceProbability_expectationReal_centered_sum_sq	NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	public	theorem
NumStability.uniformRowTraceProbability_expectationReal_sampleAverage_sub_mean_sq	NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	public	theorem
NumStability.uniformRowTraceProbability_expectationReal_uniformRowSampleGram_entry_error_sq	NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	public	theorem
NumStability.uniformRowTraceProbability_expectationReal_uniformRowSampleGram_frob_error_sq_le	NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	public	theorem
NumStability.uniformRowTraceProbability_expectationReal_uniformRowSampleGram_frob_error_sq_le_frobNorm	NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	public	theorem
_private.NumStability.Algorithms.RandNLA.HitCountConcentration.0.NumStability.sqMagTraceProbMass_two_point_factor	NumStability.Algorithms.RandNLA.HitCountConcentration	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm01.ElementwiseSampling.HitPairEvents	private	theorem
_private.NumStability.Algorithms.RandNLA.RowSamplingGram.0.NumStability.rowSqNormTraceProbMass_two_point_factor	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	private	theorem
_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	private	theorem
