declaration	owner_module	destination_module	visibility	kind
NumStability.IsNormalizedOrthogonalHaarLaw	NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability.Analysis.Probability.Haar.NormalizedOrthogonalMatrixLaw	public	definition
NumStability.Polynomial.negOnePow_card_roots_lt_mul_abs_eval	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRank	NumStability.Analysis.Polynomials.RealRootCounting	public	theorem
NumStability.RealGinibreExpectedCountLimit	NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.ProductLaw	public	definition
NumStability.RealGinibreFiniteExpectationFormula	NumStability.Algorithms.TestMatrices.Higham28Ginibre	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	public	definition
NumStability.StewartTheorem28_1HaarConclusion	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.HaarConclusion	public	definition
NumStability.UniformPositivePerronAlmostSure	NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability.Source.Higham.Chapter28.Section02.UniformPositive.PerronAlmostSure	public	definition
NumStability.abs_ginibreHypergeometricTerm_succ_le	NumStability.Algorithms.TestMatrices.Higham28Ginibre	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	public	theorem
NumStability.abs_ginibreHypergeometricTerm_succ_le_half	NumStability.Algorithms.TestMatrices.Higham28Ginibre	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	public	theorem
NumStability.abs_realGinibre_hypergeometric_sub_one_le	NumStability.Algorithms.TestMatrices.Higham28Ginibre	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	public	theorem
NumStability.ae_ginibreRegularFiberMultiplicity_eq_realEigenvalueCount	NumStability.Algorithms.TestMatrices.Higham28GinibreIntegral	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.ae_linearIndependent_standardGaussianColumns	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.QRFactorHaar	public	theorem
NumStability.ae_linearIndependent_standardGaussianColumns_aux	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.QRFactorHaar	public	theorem
NumStability.aestronglyMeasurable_realEigenvalueCount	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.analyticSet_complexRootTupleBelowCountProjection	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.analyticSet_complexRootTupleCountProjection	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.card_filter_lt_card_filter_of_mem	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Analysis.Polynomials.RealRootCounting	public	theorem
NumStability.ch28gfMeasurableSpaceRSqMat	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	definition
NumStability.ch28gf_expectedRealEigenvalueCount_eq_closedForm	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.ch28gf_integrable_detSq_matrix	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.ch28gf_integrable_det_shift_matrix	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.ch28gf_integrable_oneRootIntegrand	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.ch28gf_integrable_sliceIntegrand	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.ch28gf_integrable_wgt_detSq	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.ch28gf_integral_detShift_prod_eq_kernel	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.ch28gf_integral_detSq_eq	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.ch28gf_integral_slice_eq_kernelMoment	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.ch28gf_kernelTransfer	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.ch28gf_measurable_det_shift	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.ch28gf_measurable_det_shift_matrix	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.ch28gf_oneRootMoment_eq_factor_mul_integral_slice	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.ch28gf_oneRootMoment_eq_factor_mul_kernelMoment	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.ch28gf_realGinibreExpectedCountLimit	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.ch28gf_realGinibreExpectedProportionLimit	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.ch28gf_realGinibreFiniteExpectationFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.ch28gf_slice_eq	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	public	theorem
NumStability.companionCharacteristicFormula_aeval_transpose	NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability.Source.Higham.Chapter28.Section06.Companion.CharacteristicPolynomial	public	theorem
NumStability.companionExceptionalSquaredSingularValueMinus_le_one	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.SingularValues	public	theorem
NumStability.companionExceptionalSquaredSingularValueMinus_occurs	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.SingularValues	public	theorem
NumStability.companionExceptionalSquaredSingularValuePlus_occurs	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.SingularValues	public	theorem
NumStability.companionGram_eigenvalue_eq_one_or_exceptional	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.SingularValues	public	theorem
NumStability.companionMatrix_charpoly	NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability.Source.Higham.Chapter28.Section06.Companion.CharacteristicPolynomial	public	theorem
NumStability.companionMatrix_sub_scalar_rank_ge	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Source.Higham.Chapter28.Section06.Companion.Nonderogatory	public	theorem
NumStability.companionOfMatrix_charpoly	NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability.Source.Higham.Chapter28.Section06.Companion.CharacteristicPolynomial	public	theorem
NumStability.companionSingularValues_eq_one_or_eq_exceptional	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.SingularValues	public	theorem
NumStability.companionSingularValues_multiset_eq	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.SingularValues	public	theorem
NumStability.companionSquaredSingularValues_count_one	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.SingularValues	public	theorem
NumStability.companionSquaredSingularValues_count_one_eq_sub_two	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.SingularValues	public	theorem
NumStability.companionSquaredSingularValues_eq_one_or_eq_plus_or_eq_minus	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.SingularValues	public	theorem
NumStability.companionSquaredSingularValues_eq_one_or_exceptional	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.SingularValues	public	theorem
NumStability.companionSquaredSingularValues_multiset_eq	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.SingularValues	public	theorem
NumStability.companion_conjTranspose_mul_self_charpoly	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.SingularValues	public	theorem
NumStability.companion_conjTranspose_mul_self_charpoly_linearFactors	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.SingularValues	public	theorem
NumStability.companion_conjTranspose_mul_self_eigenvalue_eq_one_or_exceptional	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.SingularValues	public	theorem
NumStability.companion_conjTranspose_mul_self_roots_charpoly	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.SingularValues	public	theorem
NumStability.companion_conjTranspose_mul_self_sub_one_rank_le_two	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.SingularValues	public	theorem
NumStability.companion_hasLeftCyclicVector	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Source.Higham.Chapter28.Section06.Companion.Nonderogatory	public	theorem
NumStability.companion_orderAtLeastThree_isStarNormal_iff	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.Normality	public	theorem
NumStability.companion_transpose_krylov_eq_reverseBasis	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Source.Higham.Chapter28.Section06.Companion.Nonderogatory	public	theorem
NumStability.companion_transpose_krylov_linearIndependent	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Source.Higham.Chapter28.Section06.Companion.Nonderogatory	public	theorem
NumStability.complexSymmetricToeplitz_sine_eigenpair	NumStability.Algorithms.TestMatrices.Higham28ToeplitzGeneral	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.SineEigenpairs	public	theorem
NumStability.complexTridiagonalToeplitz_p522_unrestricted_charpoly	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.CharacteristicPolynomial	public	theorem
NumStability.complexUpperEigenvalueCount_eq	NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.complexUpperEigenvalueCount_le	NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.compoundMatrix_pascal_mul_leadingPlucker	NumStability.Algorithms.TestMatrices.Higham28PascalOscillation	NumStability.Source.Higham.Chapter28.Section04.Pascal.OscillationEigenbasis	public	theorem
NumStability.compoundMatrix_pascal_pos	NumStability.Algorithms.TestMatrices.Higham28PascalOscillation	NumStability.Source.Higham.Chapter28.Section04.Pascal.OscillationEigenbasis	public	theorem
NumStability.continuous_ginibrePlaneChart	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	theorem
NumStability.differentiable_ginibrePlaneChart	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	theorem
NumStability.diracIdentity_isNormalizedOrthogonalHaarLaw_zero	NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability.Analysis.Probability.Haar.NormalizedOrthogonalMatrixLaw	public	theorem
NumStability.expectedGinibreAlternatingCount	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	definition
NumStability.expectedGinibreAlternatingCount_add_two	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	theorem
NumStability.expectedGinibreAlternatingCount_eq_dimension	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	theorem
NumStability.expectedGinibreAlternatingPairCount	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	definition
NumStability.expectedGinibreAlternatingPairCount_one	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	theorem
NumStability.expectedGinibreAlternatingPairCount_succ_eq_factor_mul_oneRootMoment	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.expectedRealEigenvalueCount	NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.ProductLaw	public	definition
NumStability.expectedRealEigenvalueCount_eq_alternating_sub_two_pairs	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	theorem
NumStability.expectedRealEigenvalueCount_eq_closedForm_one	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	public	theorem
NumStability.expectedRealEigenvalueCount_eq_closedForm_two	NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	public	theorem
NumStability.expectedRealEigenvalueCount_eq_lebesgue	NumStability.Algorithms.TestMatrices.Higham28GinibreMeasure	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	public	theorem
NumStability.expectedRealEigenvalueCount_one	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	public	theorem
NumStability.expectedRealEigenvalueCount_shift_eq_neg_two_mul_pair_shift	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	theorem
NumStability.expectedRealEigenvalueCount_succ_eq_corollary31Factor_mul_moment	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.expectedRealEigenvalueCount_two	NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	public	theorem
NumStability.fderiv_ginibrePlaneChart	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	theorem
NumStability.gaussianColumnMatrixMeasureOfScale_det_ne_zero_ae	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.QRFactorHaar	public	theorem
NumStability.gaussianColumnMatrixMeasure_det_ne_zero_ae	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.QRFactorHaar	public	theorem
NumStability.gaussianQRQLawOfScale_eq_normalizedOrthogonalHaar	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.QRFactorHaar	public	theorem
NumStability.gaussianQRQLawOfScale_isProbabilityMeasure	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.QRFactorHaar	public	theorem
NumStability.gaussianQRQLaw_eq_normalizedOrthogonalHaar	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.QRFactorHaar	public	theorem
NumStability.gaussianQRQLaw_isHaarMeasure	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.QRFactorHaar	public	theorem
NumStability.gaussianQRQLaw_isMulLeftInvariant	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.QRFactorHaar	public	theorem
NumStability.gaussianQRQLaw_isProbabilityMeasure	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.QRFactorHaar	public	theorem
NumStability.gaussianQRQ_orthogonalLeftMul_ae	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.QRFactorHaar	public	theorem
NumStability.gaussianZeroPow_mul_integral_ginibreProjectiveWeight	NumStability.Algorithms.TestMatrices.Higham28GinibreCorollary31Factor	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.generalToeplitzSineVector_ne_zero	NumStability.Algorithms.TestMatrices.Higham28ToeplitzGeneral	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.SineEigenpairs	public	theorem
NumStability.generalToeplitz_complex_sine_eigenpair_of_super_ne_zero	NumStability.Algorithms.TestMatrices.Higham28ToeplitzGeneral	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.SineEigenpairs	public	theorem
NumStability.generalToeplitz_sine_eigenpair	NumStability.Algorithms.TestMatrices.Higham28ToeplitzGeneral	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.SineEigenpairs	public	theorem
NumStability.generalToeplitz_unrestricted_complex_eigenpair	NumStability.Algorithms.TestMatrices.Higham28ToeplitzGeneral	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.SineEigenpairs	public	theorem
NumStability.ginibreAlternatingEigenvalueCount_eq_dimension	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	theorem
NumStability.ginibreComplexPairsMeasurableSpace	NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	definition
NumStability.ginibreCorollary31Factor_mul_increment_eq_closedForm_shift	NumStability.Algorithms.TestMatrices.Higham28GinibreExpectationGlue	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	public	theorem
NumStability.ginibreDeterminantMomentMeasurableSpace	NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	public	definition
NumStability.ginibreDeterminantMomentSigmaFinite	NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	public	theorem
NumStability.ginibreHypergeometricTerm_two_eq_binomialTail	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	public	theorem
NumStability.ginibreIncidenceLebesgueMeasure_eq_volume	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.ginibreIncidenceLebesgueMeasure_isAddHaarMeasure	NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.ginibreIncidenceLebesgueMeasure_map	NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.ginibreIncidenceRootRank_lt_of_chart_eq	NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.ginibreNuisanceReorder	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	definition
NumStability.ginibreNuisanceReorder_apply	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.ginibrePlaneChartBorelSpace	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	theorem
NumStability.ginibrePlaneChartDerivativeLinearMap	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	definition
NumStability.ginibrePlaneChartDerivativeLinearMap_det	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	theorem
NumStability.ginibrePlaneChartMeasurableSpace	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	definition
NumStability.ginibrePlaneMatrixNormedAddCommGroup	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	definition
NumStability.ginibrePlaneMatrixNormedSpace	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	definition
NumStability.ginibrePlaneSylvesterBridgeModule	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	definition
NumStability.ginibrePlaneSylvesterLinearMap_det_complex_eq_characteristicProduct	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	theorem
NumStability.ginibrePlaneSylvesterLinearMap_det_eq_charpoly_aeval	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	theorem
NumStability.ginibrePlaneSylvesterOperator	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	definition
NumStability.ginibrePlaneSylvesterOperator_det_complex_eq_characteristicProduct	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	theorem
NumStability.ginibrePlaneSylvesterOperator_det_eq_charpoly_aeval	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	theorem
NumStability.ginibrePlaneSylvesterOperator_toMatrix_apply	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	theorem
NumStability.ginibrePlaneSylvesterOperator_toMatrix_eq_reindex_block	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	theorem
NumStability.ginibreRegularFiberMultiplicity_eq_realEigenvalueCount	NumStability.Algorithms.TestMatrices.Higham28GinibreMultiplicity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.ginibreSignedOneRootMoment	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	definition
NumStability.ginibreSignedTwoRootSlice	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	definition
