format	1
destination	NumStability.Source.Higham.Chapter09.DoolittleClosure	A	6	31	20	1	NumStability.Algorithms.HighamChapter9DoolittleClosure
destination	NumStability.Source.Higham.Chapter09.Section08	A	6	23	23	0	NumStability.Algorithms.HighamChapter9
destination	NumStability.Source.Higham.Chapter09.Section10	A	7	12	12	0	NumStability.Algorithms.HighamChapter9
destination	NumStability.Source.Higham.Chapter09.Section11	B	8	1109	1109	0	NumStability.Algorithms.HighamChapter9
destination	NumStability.Source.Higham.Chapter09.Problems	C	9	1212	1140	5	NumStability.Algorithms.HighamChapter9
