format	1
NumStability.Algorithms.QR.HouseholderApply	NumStability/Algorithms/QR/HouseholderApply.lean	1bfb424ccc06ef6e5d49d312a168c6152a862265	1bfb424ccc06ef6e5d49d312a168c6152a862265	501FCDA00000217CAE877EA2B5F1AE86F3982959AEED6FF3D4D515C57C7199D9	760	724	94F09D2666E141E1D16D68BFE5EA7A61CABB79AB29ED228F88077943A45B1701	56807
NumStability.Algorithms.QR.HouseholderApplySupport	NumStability/Algorithms/QR/HouseholderApplySupport.lean	a2c88550e1c960503e9a300183180c9d2b89c4e4	a2c88550e1c960503e9a300183180c9d2b89c4e4	53F8F884BB304929A5DDF874B0B96203A48BBF37711BC0B5379E1241C34729C7	3331	3172	0010F945D44669C23F09D89F449014CDD790B8A33785EB1BC5251EDCAC689AB9	367481
NumStability.Algorithms.QR.HouseholderConstruction2	NumStability/Algorithms/QR/HouseholderConstruction2.lean	2c8419bbce1e436aceabdfdea6f958ef491a2b05	2c8419bbce1e436aceabdfdea6f958ef491a2b05	938245CCC844F896B4EE265EC99B32D6C03A53A5A996C002EE593BED8B75FA74	708	640	EE546B3198903B6040C1AF1CC74929100AE825F3E784ECD9CCCF49DEBCC46292	48292
NumStability.Algorithms.QR.HouseholderMatrixStep	NumStability/Algorithms/QR/HouseholderMatrixStep.lean	bcbab7589c05030306670154d68b591f1b57bc5e	bcbab7589c05030306670154d68b591f1b57bc5e	4FDFB8681BE3DC6484F53A685CDCA2443CAE96F36F93B3451880AEABCE499B05	296	271	5EA00CC7D7B97BDB96CFF37C8DEFCF4BE3DF43A64811945497A4E3A617CAE535	31660
NumStability.Algorithms.QR.HouseholderOneStep	NumStability/Algorithms/QR/HouseholderOneStep.lean	2d55ef0803e741e284ec11faa7e444b6a3daaa89	2d55ef0803e741e284ec11faa7e444b6a3daaa89	64A3B6DE9F28FC29F536A47EDD456B7F47258EAB85980F8C64FD40FAA520854B	214	204	81013ACE8AAF41A57E11EBAF9BC4046A400BC694AFFED28698509473E1FAFFA6	19721
NumStability.Algorithms.QR.HouseholderQApply	NumStability/Algorithms/QR/HouseholderQApply.lean	f1f76eeb0f8a272533f1e38b908187ed614ac14f	f1f76eeb0f8a272533f1e38b908187ed614ac14f	38C5A2DCA0553C6876884C69D12716DADCB198DDA744A4E9649ECADA6679403A	441	419	EB774CFE0F344E19ABBA84E91E1238193639FFBEE61F24093BA8872DC9A4CD3B	50195
NumStability.Algorithms.QR.HouseholderQR	NumStability/Algorithms/QR/HouseholderQR.lean	6af9766e174d9262c4660a8d2a5fe0a4e5b01728	6af9766e174d9262c4660a8d2a5fe0a4e5b01728	626A3CAB9D5D0576C3E9D806B5248F381698AF8601B537432CDCFF28E30662E3	7794	7329	9409AE8C6CE2D77D66F5D2F82DCC8ECE242A34B8FA0C9D129466AA33B3130C54	783737
NumStability.Algorithms.QR.HouseholderQRSupport	NumStability/Algorithms/QR/HouseholderQRSupport.lean	a9cdbf6dcea8deca119e3669680d19be10f6c8b7	a9cdbf6dcea8deca119e3669680d19be10f6c8b7	3F98B50DAC695FB55C5D71CAC80CB21BFBA169EEF9F8132F310E5FF0BF0078B0	6046	5832	AA7B8D3A3E50656E9508F49B7BC9B238102D363F1B6249C7ED5ACF90F86CEF81	632106
NumStability.Algorithms.QR.HouseholderReflector	NumStability/Algorithms/QR/HouseholderReflector.lean	e0cc959a070ff4e4826b4c678af7c4b43673599f	e0cc959a070ff4e4826b4c678af7c4b43673599f	AF5648C3F8A4EF3EB6CB93712976AC3CBD52E41F8C96E5CCB977895D5E9C6C04	941	867	042F78232864B6762F2486261F6BBECE6988399FE66851DF840B258EB558EF9A	72014
NumStability.Algorithms.QR.HouseholderSpec	NumStability/Algorithms/QR/HouseholderSpec.lean	c08427d25945f6a633deecbd916875d685846c17	c08427d25945f6a633deecbd916875d685846c17	5A37A594E208B32379C55AE68DD729F7973B69CDD1F115BC7AFEC0501E71A84B	300	272	52A71CD1DB32FFFD181706CCF8CBE1C2567410C7521DB1C2351FD5963E2F504D	21646
NumStability.Algorithms.QR.HouseholderSpecSupport	NumStability/Algorithms/QR/HouseholderSpecSupport.lean	51206f76b9ef2c0f7ca520e2287a369df53cff7d	51206f76b9ef2c0f7ca520e2287a369df53cff7d	62F81CAFC6B7A70EB3865A23544F9D33BA66601E8AF535C273ACCAC694021514	1968	1822	D88B0EADBA37303113190421F09150320E38A074E829D62BF911EE987972F93B	204927
NumStability.Algorithms.QR.QRSolve	NumStability/Algorithms/QR/QRSolve.lean	f8bf92977499a90cb39e2f6311e4e0c88aea9998	f8bf92977499a90cb39e2f6311e4e0c88aea9998	4C9E6A8D5586FE114786985C8224D96A7EF5F150A482E9A51F12CA870C093557	5518	5313	E87FB482C178E90471CA338280D7A61134C94E32DB042FCAB92AA836CCD21481	509502
