format	1
qr_commit	77690a941e87d0f978c0c9d05a5b34d080d8bcc1
qr_ownership_sha256	4B1478DBBE114E11AF60C324C51DF5CFAABDF496EEF5E82B4421F4C1860D7A88
owner	edge	NumStability.Algorithms.QR.Higham19Alg12MGSRounded	NumStability.mgsRoundedAccumulatedPolarRelativeBudget	-	-	NumStability.Source.Higham.Chapter19.Algorithm12.MGSRounded
owner	edge	NumStability.Algorithms.QR.Higham19Alg12MGSRounded	NumStability.mgsRoundedAccumulatedPolarRelativeBudget_nonneg	-	-	NumStability.Source.Higham.Chapter19.Algorithm12.MGSRounded
owner	edge	NumStability.Algorithms.QR.Higham19Alg12MGSRounded	NumStability.mgsRoundedPolarSensitivityBudget	-	-	NumStability.Source.Higham.Chapter19.Algorithm12.MGSRounded
owner	edge	NumStability.Algorithms.QR.Higham19Labels	NumStability.H19_Lemma19_3_vector_QplusDeltaQ_form	-	-	NumStability.Source.Higham.Chapter19.Labels
owner	edge	NumStability.Algorithms.QR.Higham19Problem19_10	NumStability.higham19Problem19_10ExactDivWitnessFP	-	-	NumStability.Source.Higham.Chapter19.Problem10
owner	edge	NumStability.Algorithms.QR.Higham19Problem19_10	NumStability.higham19Problem19_10FP	-	-	NumStability.Source.Higham.Chapter19.Problem10
owner	edge	NumStability.Algorithms.QR.Higham19Theorem5SourceClosure	NumStability.higham19_eq19_14_actual_columnwise_nonzero_rhs	-	-	NumStability.Source.Higham.Chapter19.Theorem05.SourceClosure
owner	edge	NumStability.Algorithms.QR.Higham19Theorem6ActualSource	NumStability.Theorem19_6.sourceConstructed_actual_closed_linearRate	-	-	NumStability.Source.Higham.Chapter19.Theorem06.ActualSource
owner	edge	NumStability.Algorithms.QR.Higham19Theorem6ActualSource	NumStability.Theorem19_6.sourceConstructed_actual_rowwise_backward_error	-	-	NumStability.Source.Higham.Chapter19.Theorem06.ActualSource
owner	edge	NumStability.Algorithms.QR.Higham19Thm6ColPivot	NumStability.Wave20.colPivotSwap	-	-	NumStability.Source.Higham.Chapter19.Theorem06.ColumnPivot
owner	edge	NumStability.Algorithms.QR.Higham19Thm6ColPivot	NumStability.Wave20.colPivot_ratio_le_of_sigma	-	-	NumStability.Source.Higham.Chapter19.Theorem06.ColumnPivot
owner	edge	NumStability.Algorithms.QR.Higham19Thm6CoxHigham	NumStability.Wave19.H19_Theorem19_6_rowwise_elementwise_backward_error	-	-	NumStability.Source.Higham.Chapter19.Theorem06.CoxHigham
owner	edge	NumStability.Algorithms.QR.Higham19Thm6CoxHigham	NumStability.Wave19.applyProd	-	-	NumStability.Source.Higham.Chapter19.Theorem06.CoxHigham
owner	edge	NumStability.Algorithms.QR.Higham19Thm6CoxHigham	NumStability.Wave19.householder_multiplier_le_sqrt_two	-	-	NumStability.Source.Higham.Chapter19.Theorem06.CoxHigham
owner	edge	NumStability.Algorithms.QR.Higham19Thm6CoxHigham	NumStability.Wave19.perStep_entrywise_le_gamma_rowGrowth	-	-	NumStability.Source.Higham.Chapter19.Theorem06.CoxHigham
owner	edge	NumStability.Algorithms.QR.Higham19Thm6CoxHigham	NumStability.Wave19.sigma_ordering_norm_ratio_le	-	-	NumStability.Source.Higham.Chapter19.Theorem06.CoxHigham
owner	edge	NumStability.Algorithms.QR.Higham19Thm6CoxHigham	NumStability.Wave19.stage_sum_le_five_j_sq	-	-	NumStability.Source.Higham.Chapter19.Theorem06.CoxHigham
owner	edge	NumStability.Algorithms.QR.Higham19Thm6CoxHigham	NumStability.Wave19.vecNorm2_applyProd	-	-	NumStability.Source.Higham.Chapter19.Theorem06.CoxHigham
owner	edge	NumStability.Algorithms.QR.Higham19Thm6CoxHigham	NumStability.Wave19.y_i_entrywise_bound	-	-	NumStability.Source.Higham.Chapter19.Theorem06.CoxHigham
owner	edge	NumStability.Algorithms.QR.Higham19Thm6CoxHigham	NumStability.Wave19.zk_rankOne_entrywise_le	-	-	NumStability.Source.Higham.Chapter19.Theorem06.CoxHigham
owner	edge	NumStability.Algorithms.QR.Higham19Thm6CoxHighamConcrete	NumStability.Wave19.ConcreteEntrywiseStageBound	-	-	NumStability.Source.Higham.Chapter19.Theorem06.CoxHighamConcrete
owner	edge	NumStability.Algorithms.QR.Higham19Thm6CoxHighamConcrete	NumStability.Wave19.DAacc	-	-	NumStability.Source.Higham.Chapter19.Theorem06.CoxHighamConcrete
owner	edge	NumStability.Algorithms.QR.Higham19Thm6CoxHighamConcrete	NumStability.Wave19.Qacc	-	-	NumStability.Source.Higham.Chapter19.Theorem06.CoxHighamConcrete
owner	edge	NumStability.Algorithms.QR.Higham19Thm6CoxHighamConcrete	NumStability.Wave19.Qacc_orthogonal	-	-	NumStability.Source.Higham.Chapter19.Theorem06.CoxHighamConcrete
owner	edge	NumStability.Algorithms.QR.Higham19Thm6CoxHighamConcrete	NumStability.Wave19.concreteStageBound_of_yBounds	-	-	NumStability.Source.Higham.Chapter19.Theorem06.CoxHighamConcrete
owner	edge	NumStability.Algorithms.QR.Higham19Thm6CoxHighamConcrete	NumStability.Wave19.entrywise_residual_telescope	-	-	NumStability.Source.Higham.Chapter19.Theorem06.CoxHighamConcrete
owner	edge	NumStability.Algorithms.QR.Higham19Thm6CoxHighamConcrete	NumStability.Wave19.entrywise_residual_telescope_bound	-	-	NumStability.Source.Higham.Chapter19.Theorem06.CoxHighamConcrete
owner	edge	NumStability.Algorithms.QR.Higham19Thm6CoxHighamConcrete	NumStability.Wave19.theorem19_6_coxHigham_concrete_of_stageBound	-	-	NumStability.Source.Higham.Chapter19.Theorem06.CoxHighamConcrete
owner	edge	NumStability.Algorithms.QR.Higham19Thm6ElementwisePackaged	NumStability.Wave18C.reducedDiff	-	-	NumStability.Source.Higham.Chapter19.Theorem06.ElementwisePackaged
owner	edge	NumStability.Algorithms.QR.Higham19Thm6ElementwisePackaged	NumStability.Wave18C.theorem19_6_packaged_original_space_column_norm	-	-	NumStability.Source.Higham.Chapter19.Theorem06.ElementwisePackaged
owner	edge	NumStability.Algorithms.QR.Higham19Thm6ElementwisePackaged	NumStability.Wave18C.theorem19_6_packaged_original_space_printed_j_sq	-	-	NumStability.Source.Higham.Chapter19.Theorem06.ElementwisePackaged
owner	edge	NumStability.Algorithms.QR.Higham19Thm6RowSpecific	NumStability.Wave18D.abs_entry_le_rowInftyGrowthFactor	-	-	NumStability.Source.Higham.Chapter19.Theorem06.RowSpecific
owner	edge	NumStability.Algorithms.QR.Higham19Thm6RowSpecific	NumStability.Wave18D.pivotRow_entrywiseBudget_incurs_sqrt_m	-	-	NumStability.Source.Higham.Chapter19.Theorem06.RowSpecific
owner	edge	NumStability.Algorithms.QR.Higham19Thm6RowSpecific	NumStability.Wave18D.rowInftyGrowthFactor	-	-	NumStability.Source.Higham.Chapter19.Theorem06.RowSpecific
owner	edge	NumStability.Algorithms.QR.Higham19Thm6RowSpecific	NumStability.Wave18D.rowInftyGrowthFactor_nonneg	-	-	NumStability.Source.Higham.Chapter19.Theorem06.RowSpecific
owner	edge	NumStability.Algorithms.QR.Higham19Thm6RowSpecific	NumStability.Wave18D.rowInftyNorm	-	-	NumStability.Source.Higham.Chapter19.Theorem06.RowSpecific
owner	edge	NumStability.Algorithms.QR.Higham19Thm6RowSpecific	NumStability.Wave18D.rowInftyNorm_nonneg	-	-	NumStability.Source.Higham.Chapter19.Theorem06.RowSpecific
owner	import	NumStability.Algorithms.QR.Higham19Alg12MGSSourceRate	-	NumStability.Algorithms.QR.Higham19Alg12MGSSourceRate	NumStability.Algorithms.LeastSquares.Higham20MPProse	NumStability.Source.Higham.Chapter19.Algorithm12.MGSSourceRate
