format	1
destination	NumStability.Source.Higham.Chapter09.Section01	1	22	22	NumStability.Algorithms.HighamChapter9
destination	NumStability.Source.Higham.Chapter09.Theorem914Primitive	1	27	27	NumStability.Algorithms.HighamChapter9Theorem914Primitive
destination	NumStability.Source.Higham.Chapter09.Section02	2	334	259	NumStability.Algorithms.HighamChapter9
destination	NumStability.Source.Higham.Chapter09.ComputedCorrection	3	6	6	NumStability.Algorithms.HighamChapter9ComputedCorrection
destination	NumStability.Source.Higham.Chapter09.Section03	3	41	41	NumStability.Algorithms.HighamChapter9
destination	NumStability.Source.Higham.Chapter09.Section04	3	498	414	NumStability.Algorithms.HighamChapter9
destination	NumStability.Source.Higham.Chapter09.Section05	4	163	141	NumStability.Algorithms.HighamChapter9
destination	NumStability.Source.Higham.Chapter09.Section06	5	584	584	NumStability.Algorithms.HighamChapter9
