format	1
NumStability.Higham13PartitionedLUFamilySpec.equation	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	theorem	public
NumStability.Higham13PartitionedLUFamilySpec.input_norm_isBigO_one	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	theorem	public
NumStability.Higham13PartitionedLUFamilySpec.lower_norm_isBigO_one	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	theorem	public
NumStability.Higham13PartitionedLUFamilySpec.mk	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	constructor	public
NumStability.Higham13PartitionedLUFamilySpec.norm_bound	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	theorem	public
NumStability.Higham13PartitionedLUFamilySpec.rec	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	recursor	public
NumStability.Higham13PartitionedLUFamilySpec.recOn	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	definition	public
NumStability.Higham13PartitionedLUFamilySpec.upper_norm_isBigO_one	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	theorem	public
NumStability.Higham13PartitionedLUScalarFamilyComputation	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	inductive	public
NumStability.Higham13PartitionedLUScalarFamilyComputation.base	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	constructor	public
NumStability.Higham13PartitionedLUScalarFamilyComputation.below	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	inductive	public
NumStability.Higham13PartitionedLUScalarFamilyComputation.below.base	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	constructor	public
NumStability.Higham13PartitionedLUScalarFamilyComputation.below.casesOn	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	definition	public
NumStability.Higham13PartitionedLUScalarFamilyComputation.below.rec	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	recursor	public
NumStability.Higham13PartitionedLUScalarFamilyComputation.below.step	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	constructor	public
NumStability.Higham13PartitionedLUScalarFamilyComputation.brecOn	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	theorem	public
NumStability.Higham13PartitionedLUScalarFamilyComputation.casesOn	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	definition	public
NumStability.Higham13PartitionedLUScalarFamilyComputation.rec	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	recursor	public
NumStability.Higham13PartitionedLUScalarFamilyComputation.recOn	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	definition	public
NumStability.Higham13PartitionedLUScalarFamilyComputation.step	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	constructor	public
NumStability.Higham13PartitionedLUScalarFamilyComputation.to_bound	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Source.Higham.Chapter13.Theorem05.FamilyErrorAnalysis	theorem	public
NumStability.Higham13PositiveBlockOrders	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Basic	definition	public
NumStability.Higham13RightTriangularSolveFamilySpec	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	inductive	public
NumStability.Higham13RightTriangularSolveFamilySpec.casesOn	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	definition	public
NumStability.Higham13RightTriangularSolveFamilySpec.equation	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	theorem	public
NumStability.Higham13RightTriangularSolveFamilySpec.mk	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	constructor	public
NumStability.Higham13RightTriangularSolveFamilySpec.norm_bound	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	theorem	public
NumStability.Higham13RightTriangularSolveFamilySpec.rec	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	recursor	public
NumStability.Higham13RightTriangularSolveFamilySpec.recOn	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	definition	public
NumStability.Higham13RightTriangularSolveFamilySpec.solution_norm_isBigO_one	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	theorem	public
NumStability.Higham13RightTriangularSolveFamilySpec.triangular_norm_isBigO_one	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	theorem	public
NumStability.Higham13SubtractionFamilySpec	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	inductive	public
NumStability.Higham13SubtractionFamilySpec.casesOn	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	definition	public
NumStability.Higham13SubtractionFamilySpec.equation	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	theorem	public
NumStability.Higham13SubtractionFamilySpec.mk	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	constructor	public
NumStability.Higham13SubtractionFamilySpec.norm_bound	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	theorem	public
NumStability.Higham13SubtractionFamilySpec.rec	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	recursor	public
NumStability.Higham13SubtractionFamilySpec.recOn	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	definition	public
NumStability.Higham13TriangularSolveFamilySpec	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	inductive	public
NumStability.Higham13TriangularSolveFamilySpec.casesOn	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	definition	public
NumStability.Higham13TriangularSolveFamilySpec.equation	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	theorem	public
NumStability.Higham13TriangularSolveFamilySpec.mk	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	constructor	public
NumStability.Higham13TriangularSolveFamilySpec.norm_bound	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	theorem	public
NumStability.Higham13TriangularSolveFamilySpec.rec	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	recursor	public
NumStability.Higham13TriangularSolveFamilySpec.recOn	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	definition	public
NumStability.Higham13TriangularSolveFamilySpec.solution_norm_isBigO_one	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	theorem	public
NumStability.Higham13TriangularSolveFamilySpec.triangular_norm_isBigO_one	NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderFamilies	theorem	public
NumStability.Higham13VaryingBlockIndex	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Basic	definition	public
NumStability.Higham13VaryingBlockLUExistsUnique	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Uniqueness	definition	public
NumStability.Higham13VaryingBlockLUExistsUnique.first_block_det_ne_zero	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Uniqueness	theorem	public
NumStability.Higham13VaryingBlockLUExistsUnique.of_leadingPrincipalNonsingular	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Uniqueness	theorem	public
NumStability.Higham13VaryingBlockLUExistsUnique.one	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Uniqueness	theorem	public
NumStability.Higham13VaryingBlockLUExistsUnique.schurTail_of_det	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Uniqueness	theorem	public
NumStability.Higham13VaryingBlockLUFactSpec	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Basic	inductive	public
NumStability.Higham13VaryingBlockLUFactSpec.casesOn	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Basic	definition	public
NumStability.Higham13VaryingBlockLUFactSpec.eq_step_of_tail_unique	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.RecursiveFactorization	theorem	public
NumStability.Higham13VaryingBlockLUFactSpec.lower	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Basic	theorem	public
NumStability.Higham13VaryingBlockLUFactSpec.mk	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Basic	constructor	public
NumStability.Higham13VaryingBlockLUFactSpec.product_eq	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Basic	theorem	public
NumStability.Higham13VaryingBlockLUFactSpec.rec	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Basic	recursor	public
NumStability.Higham13VaryingBlockLUFactSpec.recOn	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Basic	definition	public
NumStability.Higham13VaryingBlockLUFactSpec.schurTail_of_det	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.RecursiveFactorization	theorem	public
NumStability.Higham13VaryingBlockLUFactSpec.step	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.RecursiveFactorization	theorem	public
