format	1
edge	NumStability.Analysis.Perturbation.LeastSquares.MinimumNorm	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	0	2
edge	NumStability.Analysis.Perturbation.LeastSquares.MinimumNorm	NumStability.Analysis.Perturbation.LeastSquares.Normwise	3	5
edge	NumStability.Analysis.Perturbation.LeastSquares.NormalEquations	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	0	2
edge	NumStability.Analysis.Perturbation.LeastSquares.NormalEquations	NumStability.Algorithms.LinearSystems.LeastSquares.NormalEquations	1	1
edge	NumStability.Analysis.Perturbation.LeastSquares.Normwise	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	14	24
edge	NumStability.Analysis.Perturbation.LeastSquares.Normwise	NumStability.Algorithms.LinearSystems.LeastSquares.NormalEquations	1	4
edge	NumStability.Analysis.Perturbation.LeastSquares.ResidualQuality	NumStability.Analysis.Perturbation.LeastSquares.Basic	1	4
edge	NumStability.Analysis.Perturbation.LeastSquares.WeightedLimit	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	2	8
edge	NumStability.Analysis.Perturbation.LeastSquares.WeightedLimit	NumStability.Algorithms.LinearSystems.LeastSquares.Equality.Basic	2	6
edge	NumStability.Analysis.Perturbation.LeastSquares.WeightedLimit	NumStability.Algorithms.LinearSystems.LeastSquares.NormalEquations	0	1
edge	NumStability.Analysis.Perturbation.LeastSquares.WeightedLimit	NumStability.Analysis.Perturbation.LeastSquares.Equality.Perturbation	3	8
edge	NumStability.Source.Higham.Chapter20.Equations	NumStability.Algorithms.LinearSystems.LeastSquares.AugmentedSystem	10	31
edge	NumStability.Source.Higham.Chapter20.Equations	NumStability.Analysis.Perturbation.LeastSquares.AugmentedSystem	0	5
edge	NumStability.Source.Higham.Chapter20.Equations	NumStability.Analysis.Perturbation.LeastSquares.Basic	0	9
edge	NumStability.Source.Higham.Chapter20.Equations	NumStability.Analysis.Perturbation.LeastSquares.NormalEquations	4	5
edge	NumStability.Source.Higham.Chapter20.Equations.WeightedLimit	NumStability.Algorithms.LinearSystems.LeastSquares.AugmentedSystem	0	2
edge	NumStability.Source.Higham.Chapter20.Equations.WeightedLimit	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	7	13
edge	NumStability.Source.Higham.Chapter20.Equations.WeightedLimit	NumStability.Algorithms.LinearSystems.LeastSquares.Equality.Basic	11	15
edge	NumStability.Source.Higham.Chapter20.Equations.WeightedLimit	NumStability.Algorithms.LinearSystems.LeastSquares.NormalEquations	0	3
edge	NumStability.Source.Higham.Chapter20.Equations.WeightedLimit	NumStability.Analysis.Perturbation.LeastSquares.Equality.Perturbation	11	15
edge	NumStability.Source.Higham.Chapter20.Equations.WeightedLimit	NumStability.Analysis.Perturbation.LeastSquares.WeightedLimit	2	7
edge	NumStability.Source.Higham.Chapter20.Equations.WeightedLimit	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	0	1
edge	NumStability.Source.Higham.Chapter20.Examples.Condition	NumStability.Source.Higham.Chapter20.Prose	7	7
edge	NumStability.Source.Higham.Chapter20.Examples.CrossProduct	NumStability.Algorithms.LinearSystems.LeastSquares.NormalEquations	10	11
edge	NumStability.Source.Higham.Chapter20.Examples.GeneralRank	NumStability.Analysis.Perturbation.LeastSquares.Wedin	2	2
edge	NumStability.Source.Higham.Chapter20.Lemma11	NumStability.Analysis.Perturbation.LeastSquares.Wedin	0	1
edge	NumStability.Source.Higham.Chapter20.Lemma11.Support	NumStability.Analysis.Perturbation.LeastSquares.Wedin	16	45
edge	NumStability.Source.Higham.Chapter20.Lemma12	NumStability.Analysis.Perturbation.LeastSquares.Projection	0	1
edge	NumStability.Source.Higham.Chapter20.Lemma12	NumStability.Analysis.Perturbation.LeastSquares.Wedin	0	5
edge	NumStability.Source.Higham.Chapter20.Lemma12	NumStability.Source.Higham.Chapter20.Lemma11.Support	0	1
edge	NumStability.Source.Higham.Chapter20.MinimumNormBackwardError	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	1	8
edge	NumStability.Source.Higham.Chapter20.MinimumNormBackwardError	NumStability.Algorithms.LinearSystems.LeastSquares.NormalEquations	0	2
edge	NumStability.Source.Higham.Chapter20.MinimumNormBackwardError	NumStability.Analysis.Perturbation.LeastSquares.MinimumNorm	7	12
edge	NumStability.Source.Higham.Chapter20.MinimumNormBackwardError	NumStability.Analysis.Perturbation.LeastSquares.Normwise	8	12
edge	NumStability.Source.Higham.Chapter20.MinimumNormBackwardError	NumStability.Source.Higham.Chapter20.Equations.WeightedLimit	0	1
edge	NumStability.Source.Higham.Chapter20.NormalEquations	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	6	6
edge	NumStability.Source.Higham.Chapter20.NormalEquations	NumStability.Analysis.Perturbation.LeastSquares.NormalEquations	8	21
edge	NumStability.Source.Higham.Chapter20.NormalEquations	NumStability.Source.Higham.Chapter20.Equations	7	11
edge	NumStability.Source.Higham.Chapter20.NormalEquations	NumStability.Source.Higham.Chapter20.Remaining	0	1
edge	NumStability.Source.Higham.Chapter20.Problem05.MGSStability	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	8	10
edge	NumStability.Source.Higham.Chapter20.Problem05.MGSStability	NumStability.Algorithms.LinearSystems.LeastSquares.MGS	2	12
edge	NumStability.Source.Higham.Chapter20.Prose	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	1	2
edge	NumStability.Source.Higham.Chapter20.Prose	NumStability.Analysis.Perturbation.LeastSquares.Basic	6	6
edge	NumStability.Source.Higham.Chapter20.Prose	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	2	2
edge	NumStability.Source.Higham.Chapter20.Prose.MoorePenrose	NumStability.Algorithms.LinearSystems.LeastSquares.AugmentedSystem	0	1
edge	NumStability.Source.Higham.Chapter20.Prose.MoorePenrose	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	9	10
edge	NumStability.Source.Higham.Chapter20.Prose.MoorePenrose	NumStability.Algorithms.LinearSystems.LeastSquares.NormalEquations	2	4
edge	NumStability.Source.Higham.Chapter20.Prose.MoorePenrose	NumStability.Source.Higham.Chapter20.Lemma11	0	1
edge	NumStability.Source.Higham.Chapter20.Prose.Quantitative	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	3	4
edge	NumStability.Source.Higham.Chapter20.Prose.Quantitative	NumStability.Analysis.Perturbation.LeastSquares.Basic	2	2
edge	NumStability.Source.Higham.Chapter20.Prose.Quantitative	NumStability.Analysis.Perturbation.LeastSquares.Conditioning	0	1
edge	NumStability.Source.Higham.Chapter20.Prose.Quantitative	NumStability.Analysis.Perturbation.LeastSquares.Normwise	2	1
edge	NumStability.Source.Higham.Chapter20.Prose.Quantitative	NumStability.Source.Higham.Chapter20.Prose	1	1
edge	NumStability.Source.Higham.Chapter20.Prose.Quantitative	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	0	1
edge	NumStability.Source.Higham.Chapter20.Remaining	NumStability.Algorithms.LinearSystems.LeastSquares.Equality.Basic	1	1
edge	NumStability.Source.Higham.Chapter20.Remaining	NumStability.Analysis.Perturbation.LeastSquares.NormalEquations	2	5
edge	NumStability.Source.Higham.Chapter20.Section02.Algorithms	NumStability.Algorithms.LinearSystems.LeastSquares.AugmentedSystem	0	1
edge	NumStability.Source.Higham.Chapter20.Section02.Algorithms	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	4	3
edge	NumStability.Source.Higham.Chapter20.Section02.Algorithms	NumStability.Algorithms.LinearSystems.LeastSquares.NormalEquations	0	2
edge	NumStability.Source.Higham.Chapter20.Section02.Algorithms	NumStability.Algorithms.LinearSystems.LeastSquares.RankGeometry	3	3
edge	NumStability.Source.Higham.Chapter20.Section02.Algorithms	NumStability.Algorithms.LinearSystems.LeastSquares.Refinement	3	5
edge	NumStability.Source.Higham.Chapter20.Section02.Algorithms	NumStability.Analysis.Perturbation.LeastSquares.Basic	0	1
edge	NumStability.Source.Higham.Chapter20.Section02.Algorithms	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	0	1
edge	NumStability.Source.Higham.Chapter20.Theorem02.AlternativeBound	NumStability.Algorithms.LinearSystems.LeastSquares.AugmentedSystem	1	1
edge	NumStability.Source.Higham.Chapter20.Theorem02.AlternativeBound	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	3	12
edge	NumStability.Source.Higham.Chapter20.Theorem02.AlternativeBound	NumStability.Algorithms.LinearSystems.LeastSquares.NormalEquations	1	1
edge	NumStability.Source.Higham.Chapter20.Theorem02.AlternativeBound	NumStability.Analysis.Perturbation.LeastSquares.AlternativeBound	0	1
edge	NumStability.Source.Higham.Chapter20.Theorem02.AlternativeBound	NumStability.Analysis.Perturbation.LeastSquares.Basic	1	7
edge	NumStability.Source.Higham.Chapter20.Theorem02.AlternativeBound	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	2	5
edge	NumStability.Source.Higham.Chapter20.Theorem03	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	1	1
edge	NumStability.Source.Higham.Chapter20.Theorem03	NumStability.Analysis.Perturbation.LeastSquares.Basic	0	1
edge	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	NumStability.Algorithms.LinearSystems.LeastSquares.AugmentedSystem	51	52
edge	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	223	271
edge	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	NumStability.Algorithms.LinearSystems.LeastSquares.GramBasis	0	2
edge	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	NumStability.Algorithms.LinearSystems.LeastSquares.NormalEquations	13	27
edge	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	NumStability.Algorithms.LinearSystems.LeastSquares.QRSolve	21	28
edge	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	NumStability.Algorithms.LinearSystems.LeastSquares.RankGeometry	58	60
edge	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	NumStability.Algorithms.LinearSystems.LeastSquares.StoredQR	5	3
edge	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	NumStability.Analysis.Perturbation.LeastSquares.AugmentedSystem	0	1
edge	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	6	4
edge	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	NumStability.Analysis.Perturbation.LeastSquares.Basic	220	250
edge	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	NumStability.Analysis.Perturbation.LeastSquares.GramBasis	0	1
edge	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	NumStability.Analysis.Perturbation.LeastSquares.Normwise	205	295
edge	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	NumStability.Analysis.Perturbation.LeastSquares.Wedin	8	7
edge	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	NumStability.Source.Higham.Chapter20.Lemma11.Support	0	1
edge	NumStability.Source.Higham.Chapter20.Theorem03.ResidualQuality	NumStability.Algorithms.LinearSystems.LeastSquares.AugmentedSystem	4	7
edge	NumStability.Source.Higham.Chapter20.Theorem03.ResidualQuality	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	19	32
edge	NumStability.Source.Higham.Chapter20.Theorem03.ResidualQuality	NumStability.Algorithms.LinearSystems.LeastSquares.NormalEquations	6	10
edge	NumStability.Source.Higham.Chapter20.Theorem03.ResidualQuality	NumStability.Analysis.Perturbation.LeastSquares.Basic	8	13
edge	NumStability.Source.Higham.Chapter20.Theorem03.ResidualQuality	NumStability.Analysis.Perturbation.LeastSquares.ResidualQuality	15	19
edge	NumStability.Source.Higham.Chapter20.Theorem03.ResidualQuality	NumStability.Source.Higham.Chapter20.Theorem02.AlternativeBound	6	8
edge	NumStability.Source.Higham.Chapter20.Theorem03.ResidualQuality	NumStability.Source.Higham.Chapter20.Theorem03	14	20
edge	NumStability.Source.Higham.Chapter20.Theorem03.ResidualQuality	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	0	5
edge	NumStability.Source.Higham.Chapter20.Theorem03.ZeroDeltaB	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	4	12
edge	NumStability.Source.Higham.Chapter20.Theorem03.ZeroDeltaB	NumStability.Algorithms.LinearSystems.LeastSquares.NormalEquations	0	3
edge	NumStability.Source.Higham.Chapter20.Theorem03.ZeroDeltaB	NumStability.Source.Higham.Chapter20.Theorem03	9	14
edge	NumStability.Source.Higham.Chapter20.Theorem04	NumStability.Algorithms.LinearSystems.LeastSquares.AugmentedSystem	2	2
edge	NumStability.Source.Higham.Chapter20.Theorem04	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	0	1
edge	NumStability.Source.Higham.Chapter20.Theorem04	NumStability.Algorithms.LinearSystems.LeastSquares.RankGeometry	1	4
edge	NumStability.Source.Higham.Chapter20.Theorem04	NumStability.Analysis.Perturbation.LeastSquares.Absorption	0	6
edge	NumStability.Source.Higham.Chapter20.Theorem04	NumStability.Analysis.Perturbation.LeastSquares.AugmentedSystem	0	1
edge	NumStability.Source.Higham.Chapter20.Theorem04	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	5	24
edge	NumStability.Source.Higham.Chapter20.Theorem04.Refinement	NumStability.Algorithms.LinearSystems.LeastSquares.AugmentedSystem	11	15
edge	NumStability.Source.Higham.Chapter20.Theorem04.Refinement	NumStability.Algorithms.LinearSystems.LeastSquares.RankGeometry	10	11
edge	NumStability.Source.Higham.Chapter20.Theorem04.Refinement	NumStability.Algorithms.LinearSystems.LeastSquares.Refinement	30	33
edge	NumStability.Source.Higham.Chapter20.Theorem04.Refinement	NumStability.Analysis.Perturbation.LeastSquares.Basic	15	15
edge	NumStability.Source.Higham.Chapter20.Theorem04.Refinement	NumStability.Source.Higham.Chapter20.Equations	9	14
edge	NumStability.Source.Higham.Chapter20.Theorem04.Refinement	NumStability.Source.Higham.Chapter20.Theorem03.QRSolve	32	33
edge	NumStability.Source.Higham.Chapter20.Theorem07	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	4	6
edge	NumStability.Source.Higham.Chapter20.Theorem07	NumStability.Algorithms.LinearSystems.LeastSquares.NormalEquations	0	8
edge	NumStability.Source.Higham.Chapter20.Theorem07	NumStability.Algorithms.LinearSystems.LeastSquares.RankGeometry	0	4
edge	NumStability.Source.Higham.Chapter20.Theorem07	NumStability.Algorithms.LinearSystems.LeastSquares.TraceKernel	0	1
edge	NumStability.Source.Higham.Chapter20.Theorem07	NumStability.Analysis.Perturbation.LeastSquares.Contract	4	6
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualAssembly	NumStability.Source.Higham.Chapter20.Theorem07	3	22
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualAssembly	NumStability.Source.Higham.Chapter20.Theorem07.ActualClosure	12	50
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualAssembly	NumStability.Source.Higham.Chapter20.Theorem07.ActualGrowth	0	1
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualAssembly	NumStability.Source.Higham.Chapter20.Theorem07.ActualRhs	15	34
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualAssembly	NumStability.Source.Higham.Chapter20.Theorem07.ActualTrace	32	107
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualBackSub	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	2	3
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualBackSub	NumStability.Algorithms.LinearSystems.LeastSquares.NormalEquations	0	4
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualBackSub	NumStability.Algorithms.LinearSystems.LeastSquares.RankGeometry	6	13
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualBackSub	NumStability.Algorithms.LinearSystems.LeastSquares.TraceKernel	0	3
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualBackSub	NumStability.Analysis.Perturbation.LeastSquares.Contract	0	1
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualBackSub	NumStability.Source.Higham.Chapter20.Theorem07	6	13
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualBackSub	NumStability.Source.Higham.Chapter20.Theorem07.ActualAssembly	15	80
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualBackSub	NumStability.Source.Higham.Chapter20.Theorem07.ActualClosure	8	16
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualBackSub	NumStability.Source.Higham.Chapter20.Theorem07.ActualRhs	2	5
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualBackSub	NumStability.Source.Higham.Chapter20.Theorem07.ActualTrace	20	57
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualClosure	NumStability.Source.Higham.Chapter20.Theorem07	5	24
