format	1
declaration	historical_module	destination_module	decision	kind	visibility	command_root	start_line
NumStability.ch7Op2RightScaledCondSet_exists_isLeast	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part04	move_candidate	theorem	public	NumStability.ch7Op2RightScaledCondSet_exists_isLeast	12235
NumStability.ch7Op2RightScaledCondSet_isLeast_iff_sum_abs_normalized	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part02	move_candidate	theorem	public	NumStability.ch7Op2RightScaledCondSet_isLeast_iff_sum_abs_normalized	8964
NumStability.ch7Op2RightScaledCondSet_nonempty	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part02	move_candidate	theorem	public	NumStability.ch7Op2RightScaledCondSet_nonempty	8785
NumStability.ch7Op2RightScaledCondSet_sInf_nonneg	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part02	move_candidate	theorem	public	NumStability.ch7Op2RightScaledCondSet_sInf_nonneg	9050
NumStability.ch7Op2RightScaledCond_global_scale	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part02	move_candidate	theorem	public	NumStability.ch7Op2RightScaledCond_global_scale	8802
NumStability.ch7Op2RightScaledCond_mem_set	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part02	move_candidate	theorem	public	NumStability.ch7Op2RightScaledCond_mem_set	8793
NumStability.ch7Op2RightScaledCond_mem_set_global_scale	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part02	move_candidate	theorem	public	NumStability.ch7Op2RightScaledCond_mem_set_global_scale	8843
NumStability.ch7Op2RightScaledCond_nonneg	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part02	move_candidate	theorem	public	NumStability.ch7Op2RightScaledCond_nonneg	8778
NumStability.ch7Op2RightScaledCond_reciprocal_lower_bound	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part04	move_candidate	theorem	public	NumStability.ch7Op2RightScaledCond_reciprocal_lower_bound	11867
NumStability.ch7Op2RightScaledCond_reciprocal_normalized_inv_abs_le_of_le	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part04	move_candidate	theorem	public	NumStability.ch7Op2RightScaledCond_reciprocal_normalized_inv_abs_le_of_le	11907
NumStability.ch7Op2RightScaledCond_reciprocal_normalized_inv_abs_le_of_le_of_const	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part04	move_candidate	theorem	public	NumStability.ch7Op2RightScaledCond_reciprocal_normalized_inv_abs_le_of_le_of_const	11940
NumStability.ch7Op2RightScaledCond_reciprocal_normalized_lower_exists	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part04	move_candidate	theorem	public	NumStability.ch7Op2RightScaledCond_reciprocal_normalized_lower_exists	11885
NumStability.ch7Op2RightScaledCond_sum_abs_normalized_witness	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part02	move_candidate	theorem	public	NumStability.ch7Op2RightScaledCond_sum_abs_normalized_witness	8905
NumStability.ch7PositiveRowScaledKappaInfSet	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.RowScaling	move_candidate	definition	public	NumStability.ch7PositiveRowScaledKappaInfSet	7320
NumStability.ch7Problem711AttainingDelta	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.Equation25.InverseConditioning.ExactPerturbation	move_candidate	definition	public	NumStability.ch7Problem711AttainingDelta	3234
NumStability.ch7Problem711LocalInverseInfNormBound	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.Equation25.InverseConditioning.ExactPerturbation	move_candidate	definition	public	NumStability.ch7Problem711LocalInverseInfNormBound	5131
NumStability.ch7Problem711LocalInverseInfNormBound_nonneg	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.Equation25.InverseConditioning.ExactPerturbation	move_candidate	theorem	public	NumStability.ch7Problem711LocalInverseInfNormBound_nonneg	5137
NumStability.ch7Problem711PerturbedInverseCandidate	NumStability.Analysis.HighamChapter7	NumStability.Analysis.Conditioning.LinearSystems.InversePerturbation	move_candidate	definition	public	NumStability.ch7Problem711PerturbedInverseCandidate	4575
NumStability.ch7Problem71ContractionMatrix	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem01	move_candidate	definition	public	NumStability.ch7Problem71ContractionMatrix	82
NumStability.ch7Problem71ContractionMatrix_nonneg	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem01	move_candidate	theorem	public	NumStability.ch7Problem71ContractionMatrix_nonneg	88
NumStability.ch7Problem75SVDProjectionNorm	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem05	move_candidate	definition	public	NumStability.ch7Problem75SVDProjectionNorm	1265
NumStability.ch7Problem75SVDProjectionNorm_nonneg	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem05	move_candidate	theorem	public	NumStability.ch7Problem75SVDProjectionNorm_nonneg	1280
NumStability.ch7Problem75SVDProjectionNorm_sq	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem05	move_candidate	theorem	public	NumStability.ch7Problem75SVDProjectionNorm_sq	1290
NumStability.ch7Problem75TailSet	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem05	move_candidate	definition	public	NumStability.ch7Problem75TailSet	1522
NumStability.ch7Problem75_monomial_mulVec_apply_perm	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem05	move_candidate	theorem	public	NumStability.ch7Problem75_monomial_mulVec_apply_perm	1220
NumStability.ch7Problem75_monomial_mulVec_norm_sq_eq_sum	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem05	move_candidate	theorem	public	NumStability.ch7Problem75_monomial_mulVec_norm_sq_eq_sum	1228
NumStability.ch7Problem75_orthonormalBasis_repr_norm_sq	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem05	move_candidate	theorem	public	NumStability.ch7Problem75_orthonormalBasis_repr_norm_sq	1304
NumStability.ch7Problem78AugMatrix	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem08RectangularBackwardError	move_candidate	definition	public	NumStability.ch7Problem78AugMatrix	25154
NumStability.ch7Problem78AugVector	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem08RectangularBackwardError	move_candidate	definition	public	NumStability.ch7Problem78AugVector	25161
NumStability.ch7Problem78AugVector_norm_ne_zero_of_theta_pos	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem08RectangularBackwardError	move_candidate	theorem	public	NumStability.ch7Problem78AugVector_norm_ne_zero_of_theta_pos	25177
NumStability.ch7Problem78AugVector_norm_sq	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem08RectangularBackwardError	move_candidate	theorem	public	NumStability.ch7Problem78AugVector_norm_sq	25167
NumStability.ch7Problem78Feasible	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem08RectangularBackwardError	move_candidate	definition	public	NumStability.ch7Problem78Feasible	25147
NumStability.ch7Problem78RankOneAugMatrix	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem08RectangularBackwardError	move_candidate	definition	public	NumStability.ch7Problem78RankOneAugMatrix	25356
NumStability.ch7Problem78RankOneDeltaA	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem08RectangularBackwardError	move_candidate	definition	public	NumStability.ch7Problem78RankOneDeltaA	25363
NumStability.ch7Problem78RankOneDeltaB	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem08RectangularBackwardError	move_candidate	definition	public	NumStability.ch7Problem78RankOneDeltaB	25369
NumStability.ch7Problem78_augMatrix_mul_augVector_of_feasible	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem08RectangularBackwardError	move_candidate	theorem	public	NumStability.ch7Problem78_augMatrix_mul_augVector_of_feasible	25222
NumStability.ch7Problem78_augMatrix_rankOneDelta_eq	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem08RectangularBackwardError	move_candidate	theorem	public	NumStability.ch7Problem78_augMatrix_rankOneDelta_eq	25375
NumStability.ch7Problem78_feasible_of_augMatrix_mul_augVector	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem08RectangularBackwardError	move_candidate	theorem	public	NumStability.ch7Problem78_feasible_of_augMatrix_mul_augVector	25251
NumStability.ch7Problem78_rankOne_augMatrix_mul_augVector	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem08RectangularBackwardError	move_candidate	theorem	public	NumStability.ch7Problem78_rankOne_augMatrix_mul_augVector	25391
NumStability.ch7Problem78_source_denominator_eq	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem08RectangularBackwardError	move_candidate	theorem	public	NumStability.ch7Problem78_source_denominator_eq	25188
NumStability.ch7Problem79AdjointWeight	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	definition	public	NumStability.ch7Problem79AdjointWeight	2066
NumStability.ch7Problem79AttainingDeltaA	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	definition	public	NumStability.ch7Problem79AttainingDeltaA	2209
NumStability.ch7Problem79AttainingDeltaB	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	definition	public	NumStability.ch7Problem79AttainingDeltaB	2217
NumStability.ch7Problem79ComponentwiseExactRadiusRemainderBound	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	definition	public	NumStability.ch7Problem79ComponentwiseExactRadiusRemainderBound	5944
NumStability.ch7Problem79ComponentwiseExactRadiusRemainderBound_nonneg	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	theorem	public	NumStability.ch7Problem79ComponentwiseExactRadiusRemainderBound_nonneg	5951
NumStability.ch7Problem79ComponentwiseExactRadiusSet_value_le	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	theorem	public	NumStability.ch7Problem79ComponentwiseExactRadiusSet_value_le	5962
NumStability.ch7Problem79ComponentwiseExactRadiusSup	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	definition	public	NumStability.ch7Problem79ComponentwiseExactRadiusSup	5918
NumStability.ch7Problem79ComponentwiseExactRemainderBound	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	definition	public	NumStability.ch7Problem79ComponentwiseExactRemainderBound	5476
NumStability.ch7Problem79ComponentwiseExactRemainderBound_nonneg	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	theorem	public	NumStability.ch7Problem79ComponentwiseExactRemainderBound_nonneg	5487
NumStability.ch7Problem79ComponentwiseLinearizedRadiusSet_value_le	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79ComponentwiseLinearizedRadiusSet_value_le	2927
NumStability.ch7Problem79ComponentwiseLinearizedRadiusSup	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	definition	public	NumStability.ch7Problem79ComponentwiseLinearizedRadiusSup	2902
NumStability.ch7Problem79ComponentwiseLinearizedRadiusSup_eq	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79ComponentwiseLinearizedRadiusSup_eq	2963
NumStability.ch7Problem79ComponentwiseRhsEnvelope	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	definition	public	NumStability.ch7Problem79ComponentwiseRhsEnvelope	5461
NumStability.ch7Problem79ComponentwiseRhsEnvelope_nonneg	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	theorem	public	NumStability.ch7Problem79ComponentwiseRhsEnvelope_nonneg	5467
NumStability.ch7Problem79ComponentwiseSensitivity	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	definition	public	NumStability.ch7Problem79ComponentwiseSensitivity	2080
NumStability.ch7Problem79ComponentwiseSensitivity_ge_abs_functional_of_abs_matrix	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79ComponentwiseSensitivity_ge_abs_functional_of_abs_matrix	2400
NumStability.ch7Problem79ComponentwiseSensitivity_ge_abs_functional_of_abs_rhs	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79ComponentwiseSensitivity_ge_abs_functional_of_abs_rhs	2439
NumStability.ch7Problem79ComponentwiseSensitivity_nonneg	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79ComponentwiseSensitivity_nonneg	2102
NumStability.ch7Problem79ExactScalarRelativeChange	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	definition	public	NumStability.ch7Problem79ExactScalarRelativeChange	5453
NumStability.ch7Problem79FirstOrderChange	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	definition	public	NumStability.ch7Problem79FirstOrderChange	2071
NumStability.ch7Problem79LinearizedCond	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	definition	public	NumStability.ch7Problem79LinearizedCond	2087
NumStability.ch7Problem79LinearizedRelativeChange	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	definition	public	NumStability.ch7Problem79LinearizedRelativeChange	2094
NumStability.ch7Problem79NormwiseAttainingDeltaA	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	definition	public	NumStability.ch7Problem79NormwiseAttainingDeltaA	2697
NumStability.ch7Problem79NormwiseAttainingDeltaB	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	definition	public	NumStability.ch7Problem79NormwiseAttainingDeltaB	2678
NumStability.ch7Problem79NormwiseAttainingMatrixTarget	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	definition	public	NumStability.ch7Problem79NormwiseAttainingMatrixTarget	2687
NumStability.ch7Problem79NormwiseConstantEnvelopeMatrix	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	definition	public	NumStability.ch7Problem79NormwiseConstantEnvelopeMatrix	2607
NumStability.ch7Problem79NormwiseConstantEnvelopeVector	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	definition	public	NumStability.ch7Problem79NormwiseConstantEnvelopeVector	2615
NumStability.ch7Problem79NormwiseExactRadiusRemainderBound	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	definition	public	NumStability.ch7Problem79NormwiseExactRadiusRemainderBound	6412
NumStability.ch7Problem79NormwiseExactRadiusRemainderBound_nonneg	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	theorem	public	NumStability.ch7Problem79NormwiseExactRadiusRemainderBound_nonneg	6420
NumStability.ch7Problem79NormwiseExactRadiusSet_value_le	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	theorem	public	NumStability.ch7Problem79NormwiseExactRadiusSet_value_le	6433
NumStability.ch7Problem79NormwiseExactRadiusSup	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	definition	public	NumStability.ch7Problem79NormwiseExactRadiusSup	6383
NumStability.ch7Problem79NormwiseExactRemainderBound	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	definition	public	NumStability.ch7Problem79NormwiseExactRemainderBound	6160
NumStability.ch7Problem79NormwiseExactRemainderBound_nonneg	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	theorem	public	NumStability.ch7Problem79NormwiseExactRemainderBound_nonneg	6171
NumStability.ch7Problem79NormwiseLinearizedCond	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	definition	public	NumStability.ch7Problem79NormwiseLinearizedCond	2527
NumStability.ch7Problem79NormwiseLinearizedRadiusSet_value_le	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79NormwiseLinearizedRadiusSet_value_le	3072
NumStability.ch7Problem79NormwiseLinearizedRadiusSup	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	definition	public	NumStability.ch7Problem79NormwiseLinearizedRadiusSup	3045
NumStability.ch7Problem79NormwiseLinearizedRadiusSup_eq	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79NormwiseLinearizedRadiusSup_eq	3114
NumStability.ch7Problem79NormwiseSensitivity	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	definition	public	NumStability.ch7Problem79NormwiseSensitivity	2518
NumStability.ch7Problem79NormwiseSensitivity_nonneg	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79NormwiseSensitivity_nonneg	2535
NumStability.ch7Problem79PerturbedSolutionWithInverse	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	definition	public	NumStability.ch7Problem79PerturbedSolutionWithInverse	5447
NumStability.ch7Problem79_adjointWeight_mul_vec_eq_linearFunctional_matMulVec	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_adjointWeight_mul_vec_eq_linearFunctional_matMulVec	2358
NumStability.ch7Problem79_attainingDeltaA_bound	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_attainingDeltaA_bound	2224
NumStability.ch7Problem79_attainingDeltaB_bound	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_attainingDeltaB_bound	2237
NumStability.ch7Problem79_attaining_firstOrder_eq	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_attaining_firstOrder_eq	2249
NumStability.ch7Problem79_delta_rhs_abs_le_envelope	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	theorem	public	NumStability.ch7Problem79_delta_rhs_abs_le_envelope	5503
NumStability.ch7Problem79_delta_rhs_infNormVec_le_envelope	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	theorem	public	NumStability.ch7Problem79_delta_rhs_infNormVec_le_envelope	5551
NumStability.ch7Problem79_exact_delta_vector_decomposition	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	theorem	public	NumStability.ch7Problem79_exact_delta_vector_decomposition	5565
NumStability.ch7Problem79_exact_scalar_decomposition	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	theorem	public	NumStability.ch7Problem79_exact_scalar_decomposition	5636
NumStability.ch7Problem79_exact_scalar_remainder_abs_le	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Exact	move_candidate	theorem	public	NumStability.ch7Problem79_exact_scalar_remainder_abs_le	5674
NumStability.ch7Problem79_firstOrder_abs_le	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_firstOrder_abs_le	2113
NumStability.ch7Problem79_linearFunctional_eq_adjointWeight_mul_Ax	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_linearFunctional_eq_adjointWeight_mul_Ax	2379
NumStability.ch7Problem79_linearizedRelativeChange_le	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_linearizedRelativeChange_le	2185
NumStability.ch7Problem79_matMulVec_finiteBasisVec	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_matMulVec_finiteBasisVec	2626
NumStability.ch7Problem79_normwiseAttainingDeltaA_bound	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_normwiseAttainingDeltaA_bound	2747
NumStability.ch7Problem79_normwiseAttainingDeltaB_bound	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_normwiseAttainingDeltaB_bound	2705
NumStability.ch7Problem79_normwiseAttainingMatrixTarget_norm	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_normwiseAttainingMatrixTarget_norm	2724
NumStability.ch7Problem79_normwiseLinearizedRelativeChange_le	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_normwiseLinearizedRelativeChange_le	2583
NumStability.ch7Problem79_normwise_attaining_firstOrder_eq	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_normwise_attaining_firstOrder_eq	2766
NumStability.ch7Problem79_normwise_deltaA_componentwise_bound	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_normwise_deltaA_componentwise_bound	2633
NumStability.ch7Problem79_normwise_deltaB_componentwise_bound	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_normwise_deltaB_componentwise_bound	2643
NumStability.ch7Problem79_normwise_delta_rhs_infNormVec_le_envelope	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_normwise_delta_rhs_infNormVec_le_envelope	2650
NumStability.ch7Problem79_normwise_firstOrder_abs_le	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_normwise_firstOrder_abs_le	2548
NumStability.ch7Problem79_vecNorm2_finiteBasisVec	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Problem09Linearized	move_candidate	theorem	public	NumStability.ch7Problem79_vecNorm2_finiteBasisVec	2621
NumStability.ch7RectColumnLpNormOfReal	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part01	move_candidate	definition	public	NumStability.ch7RectColumnLpNormOfReal	7629
NumStability.ch7RectColumnLpNormOfReal_nonneg	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part01	move_candidate	theorem	public	NumStability.ch7RectColumnLpNormOfReal_nonneg	7636
NumStability.ch7RectColumnLpNormOfReal_pos_of_rect_left_inverse	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part01	move_candidate	theorem	public	NumStability.ch7RectColumnLpNormOfReal_pos_of_rect_left_inverse	7644
NumStability.ch7RectColumnLpNormOfReal_rightScale	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part01	move_candidate	theorem	public	NumStability.ch7RectColumnLpNormOfReal_rightScale	7816
NumStability.ch7RectColumnLpNormOfReal_rightScale_equilibrating	NumStability.Analysis.HighamChapter7	NumStability.Source.Higham.Chapter07.LinearSystemsConditioning.Theorem05.Part01	move_candidate	theorem	public	NumStability.ch7RectColumnLpNormOfReal_rightScale_equilibrating	7840
