format	1
declaration	historical_module	destination_module	decision	kind	visibility	command_root	start_line
NumStability.H16_eq16_28_lyapunov_relative_aposteriori_bound_diagonal_total	NumStability.Algorithms.Sylvester.Higham16Lyapunov	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	move_source	theorem	public	NumStability.H16_eq16_28_lyapunov_relative_aposteriori_bound_diagonal_total	1669
NumStability.H16_eq16_28_lyapunov_relative_aposteriori_bound_of_pos_le_sylvesterSepInf	NumStability.Algorithms.Sylvester.Higham16Lyapunov	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	move_source	theorem	public	NumStability.H16_eq16_28_lyapunov_relative_aposteriori_bound_of_pos_le_sylvesterSepInf	1102
NumStability.H16_eq16_28_lyapunov_relative_aposteriori_bound_of_pos_le_sylvesterSepInf_total	NumStability.Algorithms.Sylvester.Higham16Lyapunov	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	move_source	theorem	public	NumStability.H16_eq16_28_lyapunov_relative_aposteriori_bound_of_pos_le_sylvesterSepInf_total	1241
NumStability.H16_eq16_28_lyapunov_relative_aposteriori_bound_of_sepLowerBound	NumStability.Algorithms.Sylvester.Higham16Lyapunov	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	move_source	theorem	public	NumStability.H16_eq16_28_lyapunov_relative_aposteriori_bound_of_sepLowerBound	1089
NumStability.H16_eq16_28_lyapunov_relative_aposteriori_bound_of_sepLowerBound_total	NumStability.Algorithms.Sylvester.Higham16Lyapunov	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	move_source	theorem	public	NumStability.H16_eq16_28_lyapunov_relative_aposteriori_bound_of_sepLowerBound_total	1209
NumStability.H16_eq16_28_sylvester_aposteriori_bound_diagonal_of_entrywise_abs_ge	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	move_source	theorem	public	NumStability.H16_eq16_28_sylvester_aposteriori_bound_diagonal_of_entrywise_abs_ge	7866
NumStability.H16_eq16_28_sylvester_aposteriori_bound_diagonal_of_entrywise_abs_ge_total	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	move_source	theorem	public	NumStability.H16_eq16_28_sylvester_aposteriori_bound_diagonal_of_entrywise_abs_ge_total	7918
NumStability.H16_eq16_28_sylvester_aposteriori_bound_of_pos_le_sylvesterSepInf	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	move_source	theorem	public	NumStability.H16_eq16_28_sylvester_aposteriori_bound_of_pos_le_sylvesterSepInf	7706
NumStability.H16_eq16_28_sylvester_aposteriori_bound_of_pos_le_sylvesterSepInf_total	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	move_source	theorem	public	NumStability.H16_eq16_28_sylvester_aposteriori_bound_of_pos_le_sylvesterSepInf_total	7813
NumStability.H16_eq16_28_sylvester_aposteriori_bound_of_sepLowerBound	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	move_source	theorem	public	NumStability.H16_eq16_28_sylvester_aposteriori_bound_of_sepLowerBound	7696
NumStability.H16_eq16_28_sylvester_aposteriori_bound_of_sepLowerBound_total	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	move_source	theorem	public	NumStability.H16_eq16_28_sylvester_aposteriori_bound_of_sepLowerBound_total	7803
NumStability.H16_eq16_28_sylvester_relative_aposteriori_bound_diagonal_of_entrywise_abs_ge	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	move_source	theorem	public	NumStability.H16_eq16_28_sylvester_relative_aposteriori_bound_diagonal_of_entrywise_abs_ge	7871
NumStability.H16_eq16_28_sylvester_relative_aposteriori_bound_diagonal_of_entrywise_abs_ge_total	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	move_source	theorem	public	NumStability.H16_eq16_28_sylvester_relative_aposteriori_bound_diagonal_of_entrywise_abs_ge_total	7923
NumStability.H16_eq16_28_sylvester_relative_aposteriori_bound_of_pos_le_sylvesterSepInf	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	move_source	theorem	public	NumStability.H16_eq16_28_sylvester_relative_aposteriori_bound_of_pos_le_sylvesterSepInf	7711
NumStability.H16_eq16_28_sylvester_relative_aposteriori_bound_of_pos_le_sylvesterSepInf_total	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	move_source	theorem	public	NumStability.H16_eq16_28_sylvester_relative_aposteriori_bound_of_pos_le_sylvesterSepInf_total	7818
NumStability.H16_eq16_28_sylvester_relative_aposteriori_bound_of_sepLowerBound	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	move_source	theorem	public	NumStability.H16_eq16_28_sylvester_relative_aposteriori_bound_of_sepLowerBound	7701
NumStability.H16_eq16_28_sylvester_relative_aposteriori_bound_of_sepLowerBound_total	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	move_source	theorem	public	NumStability.H16_eq16_28_sylvester_relative_aposteriori_bound_of_sepLowerBound_total	7808
NumStability.H16_eq16_29_sylvesterComputedResidualBudget_of_error_model	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvesterComputedResidualBudget_of_error_model	726
NumStability.H16_eq16_29_sylvesterComputedResidualBudget_of_frobenius_error_model	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvesterComputedResidualBudget_of_frobenius_error_model	750
NumStability.H16_eq16_29_sylvesterComputedResidualBudget_of_schur_frobenius_error_model	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvesterComputedResidualBudget_of_schur_frobenius_error_model	4040
NumStability.H16_eq16_29_sylvesterResidualRect_eq_sylvesterOpRect_error	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvesterResidualRect_eq_sylvesterOpRect_error	624
NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate	7183
NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_mono	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_mono	7195
NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_mono_scalar	7201
NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_scalar	7189
NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_schur_transform_residual_bound	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_schur_transform_residual_bound	4387
NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_schur_transform_residual_bound_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_schur_transform_residual_bound_scalar	4392
NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_sepLowerBound_computed_residual_certificate	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_sepLowerBound_computed_residual_certificate	7101
NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_sepLowerBound_computed_residual_certificate_mono	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_sepLowerBound_computed_residual_certificate_mono	7111
NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_sepLowerBound_computed_residual_certificate_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_sepLowerBound_computed_residual_certificate_mono_scalar	7117
NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_sepLowerBound_computed_residual_certificate_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_sepLowerBound_computed_residual_certificate_scalar	7106
NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_vecCoeff_det_ne_zero_computed_residual_certificate_rect	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_abs_error_bound_of_vecCoeff_det_ne_zero_computed_residual_certificate_rect	6875
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_budget	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_budget	1687
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_budget_mono	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_budget_mono	1737
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_budget_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_budget_mono_scalar	1765
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_budget_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_budget_scalar	1710
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_certificate	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_certificate	1587
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_certificate_mono	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_certificate_mono	1633
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_certificate_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_certificate_mono_scalar	1659
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_certificate_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_certificate_scalar	1608
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_error_model	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_error_model	1796
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_error_model_mono	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_error_model_mono	1849
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_error_model_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_error_model_mono_scalar	1878
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_error_model_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_computed_residual_error_model_scalar	1821
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_budget	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_budget	6991
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_budget_mono	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_budget_mono	7001
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_budget_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_budget_mono_scalar	7006
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_budget_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_budget_scalar	6996
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_certificate	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_certificate	6971
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_certificate_mono	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_certificate_mono	6981
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_certificate_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_certificate_mono_scalar	6986
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_certificate_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_certificate_scalar	6976
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_error_model	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_error_model	7011
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_error_model_mono	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_error_model_mono	7021
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_error_model_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_error_model_mono_scalar	7026
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_error_model_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	move_source	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_diagonal_computed_residual_error_model_scalar	7016
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_budget	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_budget	7217
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_budget_mono	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_budget_mono	7227
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_budget_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_budget_mono_scalar	7233
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_budget_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_budget_scalar	7222
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate	7172
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_mono	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_mono	7206
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_mono_scalar	7212
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_certificate_scalar	7177
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_error_model	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_error_model	7238
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_error_model_mono	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_error_model_mono	7248
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_error_model_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_error_model_mono_scalar	7254
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_error_model_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_pos_le_sylvesterSepInf_computed_residual_error_model_scalar	7243
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_budget	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_budget	7051
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_budget_mono	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_budget_mono	7061
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_budget_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_budget_mono_scalar	7066
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_budget_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_budget_scalar	7056
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_certificate	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_certificate	7031
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_certificate_mono	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_certificate_mono	7041
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_certificate_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_certificate_mono_scalar	7046
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_certificate_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_certificate_scalar	7036
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_error_model	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_error_model	7071
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_error_model_mono	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_error_model_mono	7081
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_error_model_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_error_model_mono_scalar	7086
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_error_model_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schurDiagonal_computed_residual_error_model_scalar	7076
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schur_frobenius_error_model	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schur_frobenius_error_model	4382
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schur_transform_residual_bound	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schur_transform_residual_bound	4362
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schur_transform_residual_bound_mono	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schur_transform_residual_bound_mono	4372
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schur_transform_residual_bound_mono_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schur_transform_residual_bound_mono_scalar	4377
NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schur_transform_residual_bound_scalar	NumStability.Algorithms.Sylvester.Higham16	NumStability.Algorithms.Sylvester.Higham16	retain_historical	theorem	public	NumStability.H16_eq16_29_sylvester_practical_error_bound_of_schur_transform_residual_bound_scalar	4367
