format	1
declaration	historical_module	destination_module	decision	kind	visibility	command_root	start_line
NumStability.H16_eq16_15_backward_error_upper_component	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation15	move_source	theorem	public	NumStability.H16_eq16_15_backward_error_upper_component	406
NumStability.H16_eq16_15_exists_svdOptimalPerturbations	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation15	move_source	theorem	public	NumStability.H16_eq16_15_exists_svdOptimalPerturbations	421
NumStability.H16_eq16_15_svdOptimalDeltaA	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation15	move_source	definition	public	NumStability.H16_eq16_15_svdOptimalDeltaA	409
NumStability.H16_eq16_15_svdOptimalDeltaA_frobNormSq_le_xiSq	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation15	move_source	theorem	public	NumStability.H16_eq16_15_svdOptimalDeltaA_frobNormSq_le_xiSq	424
NumStability.H16_eq16_15_svdOptimalDeltaB	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation15	move_source	definition	public	NumStability.H16_eq16_15_svdOptimalDeltaB	411
NumStability.H16_eq16_15_svdOptimalDeltaB_frobNormSq_le_xiSq	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation15	move_source	theorem	public	NumStability.H16_eq16_15_svdOptimalDeltaB_frobNormSq_le_xiSq	427
NumStability.H16_eq16_15_svdOptimalDeltaC	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation15	move_source	definition	public	NumStability.H16_eq16_15_svdOptimalDeltaC	413
NumStability.H16_eq16_15_svdOptimalDeltaC_frobNormSq_le_xiSq	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation15	move_source	theorem	public	NumStability.H16_eq16_15_svdOptimalDeltaC_frobNormSq_le_xiSq	430
NumStability.H16_eq16_15_svdOptimalPerturbations_cost_eq_xiSq	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation15	move_source	theorem	public	NumStability.H16_eq16_15_svdOptimalPerturbations_cost_eq_xiSq	418
NumStability.H16_eq16_15_svdOptimalPerturbations_frobNormSq_bounds	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation15	move_source	theorem	public	NumStability.H16_eq16_15_svdOptimalPerturbations_frobNormSq_bounds	433
NumStability.H16_eq16_15_svdOptimalPerturbations_scalar_eq	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation15	move_source	theorem	public	NumStability.H16_eq16_15_svdOptimalPerturbations_scalar_eq	415
NumStability.H16_eq16_16_xiSq	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation16	move_source	definition	public	NumStability.H16_eq16_16_xiSq	92
NumStability.H16_eq16_16_xiSq_nonneg	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation16	move_source	theorem	public	NumStability.H16_eq16_16_xiSq_nonneg	98
NumStability.H16_eq16_17_18_xiSq_amplification_bound	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation18	move_source	theorem	public	NumStability.H16_eq16_17_18_xiSq_amplification_bound	622
NumStability.H16_eq16_17_19_amplification_factor_bound	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation19	move_source	theorem	public	NumStability.H16_eq16_17_19_amplification_factor_bound	628
NumStability.H16_eq16_17_19_xiSq_le_mu_relative_residual_sq	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation19	move_source	theorem	public	NumStability.H16_eq16_17_19_xiSq_le_mu_relative_residual_sq	634
NumStability.H16_eq16_18_sylvesterAmplificationMu	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation18	move_source	definition	public	NumStability.H16_eq16_18_sylvesterAmplificationMu	450
NumStability.H16_eq16_19_one_le_sylvesterAmplificationMuSquare	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation19	move_source	theorem	public	NumStability.H16_eq16_19_one_le_sylvesterAmplificationMuSquare	519
NumStability.H16_eq16_19_sylvesterAmplificationMuSquare	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation19	move_source	definition	public	NumStability.H16_eq16_19_sylvesterAmplificationMuSquare	462
NumStability.H16_eq16_19_sylvesterAmplificationMu_square_eq	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation19	move_source	theorem	public	NumStability.H16_eq16_19_sylvesterAmplificationMu_square_eq	479
NumStability.H16_eq16_1_matMulRect_square_eq_matMul	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.Equation01	move_source	theorem	public	NumStability.H16_eq16_1_matMulRect_square_eq_matMul	41
NumStability.H16_eq16_1_sylvesterOpRect_square_eq_sylvesterOp	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section01.SylvesterEquation.Equation01	move_source	theorem	public	NumStability.H16_eq16_1_sylvesterOpRect_square_eq_sylvesterOp	46
NumStability.H16_eq16_21_IsLyapunovBackwardError	NumStability.Algorithms.Sylvester.SylvesterSpec	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	definition	public	NumStability.H16_eq16_21_IsLyapunovBackwardError	184
NumStability.H16_eq16_21_exists_lyapunovOptimalPerturbations	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_exists_lyapunovOptimalPerturbations	2957
NumStability.H16_eq16_21_isLyapunovBackwardError_sqrt_lyapunovXiSq_of_spectral_optimalPerturbations	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_isLyapunovBackwardError_sqrt_lyapunovXiSq_of_spectral_optimalPerturbations	2960
NumStability.H16_eq16_21_isLyapunovBackwardError_sqrt_lyapunovXiSq_of_symmetric_spectral	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_isLyapunovBackwardError_sqrt_lyapunovXiSq_of_symmetric_spectral	2963
NumStability.H16_eq16_21_lyapunovAmplificationMu	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	definition	public	NumStability.H16_eq16_21_lyapunovAmplificationMu	2990
NumStability.H16_eq16_21_lyapunovBackwardErrorInf	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	definition	public	NumStability.H16_eq16_21_lyapunovBackwardErrorInf	1510
NumStability.H16_eq16_21_lyapunovBackwardErrorInf_le_of_backwardError	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovBackwardErrorInf_le_of_backwardError	1554
NumStability.H16_eq16_21_lyapunovBackwardErrorInf_le_sqrt_lyapunovXiSq_of_symmetric_spectral	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovBackwardErrorInf_le_sqrt_lyapunovXiSq_of_symmetric_spectral	2969
NumStability.H16_eq16_21_lyapunovBackwardErrorInf_nonneg	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovBackwardErrorInf_nonneg	1551
NumStability.H16_eq16_21_lyapunovBackwardErrorValues	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	definition	public	NumStability.H16_eq16_21_lyapunovBackwardErrorValues	1505
NumStability.H16_eq16_21_lyapunovBackwardErrorValues_bddBelow	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovBackwardErrorValues_bddBelow	1548
NumStability.H16_eq16_21_lyapunovBackwardErrorValues_nonempty_of_symmetric_spectral	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovBackwardErrorValues_nonempty_of_symmetric_spectral	2966
NumStability.H16_eq16_21_lyapunovBackwardResidual	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	definition	public	NumStability.H16_eq16_21_lyapunovBackwardResidual	1483
NumStability.H16_eq16_21_lyapunovBackwardScalarEq	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	definition	public	NumStability.H16_eq16_21_lyapunovBackwardScalarEq	2909
NumStability.H16_eq16_21_lyapunovBackwardScalarEq_iff_diagMatrix_eq	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovBackwardScalarEq_iff_diagMatrix_eq	2929
NumStability.H16_eq16_21_lyapunovBackwardScalarEq_iff_residual_eq	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovBackwardScalarEq_iff_residual_eq	2917
NumStability.H16_eq16_21_lyapunovBackwardScalarEq_iff_unscaled	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovBackwardScalarEq_iff_unscaled	2914
NumStability.H16_eq16_21_lyapunovBackwardScalarEq_of_isLyapunovBackwardError_spectral_decomposition	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovBackwardScalarEq_of_isLyapunovBackwardError_spectral_decomposition	2923
NumStability.H16_eq16_21_lyapunovBackwardScalarEq_of_isLyapunovBackwardError_spectral_decomposition_symm	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovBackwardScalarEq_of_isLyapunovBackwardError_spectral_decomposition_symm	2926
NumStability.H16_eq16_21_lyapunovBackwardScalarEq_of_spectral_decomposition	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovBackwardScalarEq_of_spectral_decomposition	2920
NumStability.H16_eq16_21_lyapunovOptimalDeltaA	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	definition	public	NumStability.H16_eq16_21_lyapunovOptimalDeltaA	2937
NumStability.H16_eq16_21_lyapunovOptimalDeltaA_frobNormSq_le_xiSq	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovOptimalDeltaA_frobNormSq_le_xiSq	2951
NumStability.H16_eq16_21_lyapunovOptimalDeltaC	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	definition	public	NumStability.H16_eq16_21_lyapunovOptimalDeltaC	2940
NumStability.H16_eq16_21_lyapunovOptimalDeltaC_frobNormSq_le_xiSq	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovOptimalDeltaC_frobNormSq_le_xiSq	2954
NumStability.H16_eq16_21_lyapunovOptimalDeltaC_symmetric	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovOptimalDeltaC_symmetric	2948
NumStability.H16_eq16_21_lyapunovOptimalPerturbations_scalar_eq	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovOptimalPerturbations_scalar_eq	2945
NumStability.H16_eq16_21_lyapunovResidual	NumStability.Algorithms.Sylvester.SylvesterSpec	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	definition	public	NumStability.H16_eq16_21_lyapunovResidual	124
NumStability.H16_eq16_21_lyapunovResidual_decomposition	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovResidual_decomposition	1724
NumStability.H16_eq16_21_lyapunovXiSq	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	definition	public	NumStability.H16_eq16_21_lyapunovXiSq	2932
NumStability.H16_eq16_21_lyapunovXiSqSimpleBound	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	definition	public	NumStability.H16_eq16_21_lyapunovXiSqSimpleBound	2934
NumStability.H16_eq16_21_lyapunovXiSqSimpleBound_le_min_eigen_bound	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovXiSqSimpleBound_le_min_eigen_bound	2993
NumStability.H16_eq16_21_lyapunovXiSqSimpleBound_le_scaled_perturbation_cost	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovXiSqSimpleBound_le_scaled_perturbation_cost	2975
NumStability.H16_eq16_21_lyapunovXiSq_le_min_eigen_bound	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovXiSq_le_min_eigen_bound	2996
NumStability.H16_eq16_21_lyapunovXiSq_le_mu_relative_residual_sq	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovXiSq_le_mu_relative_residual_sq	3008
NumStability.H16_eq16_21_lyapunovXiSq_le_simple_bound	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovXiSq_le_simple_bound	2987
NumStability.H16_eq16_21_lyapunovXiSq_le_two_eta_sq_of_backward_error_spectral	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovXiSq_le_two_eta_sq_of_backward_error_spectral	2981
NumStability.H16_eq16_21_lyapunovXiSq_le_two_eta_sq_of_scalar_eq	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovXiSq_le_two_eta_sq_of_scalar_eq	2978
NumStability.H16_eq16_21_lyapunovXiSq_nonneg	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovXiSq_nonneg	2943
NumStability.H16_eq16_21_lyapunovXiSq_spectral_le_min_eigen_bound	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovXiSq_spectral_le_min_eigen_bound	3002
NumStability.H16_eq16_21_lyapunovXiSq_spectral_symmetric_le_min_eigen_bound	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovXiSq_spectral_symmetric_le_min_eigen_bound	3005
NumStability.H16_eq16_21_lyapunovXiSq_symmetric_le_min_eigen_bound	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunovXiSq_symmetric_le_min_eigen_bound	2999
NumStability.H16_eq16_21_lyapunov_relative_residual_le_backwardErrorInf	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunov_relative_residual_le_backwardErrorInf	1730
NumStability.H16_eq16_21_lyapunov_residual_bound_of_backward_error	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_lyapunov_residual_bound_of_backward_error	1727
NumStability.H16_eq16_21_sqrt_lyapunovXiSq_div_two_le_lyapunovBackwardErrorInf_of_symmetric_spectral	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_sqrt_lyapunovXiSq_div_two_le_lyapunovBackwardErrorInf_of_symmetric_spectral	2984
NumStability.H16_eq16_21_sqrt_lyapunovXiSq_le_mu_relative_residual	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_sqrt_lyapunovXiSq_le_mu_relative_residual	3011
NumStability.H16_eq16_21_two_mul_lyapunovXiSq_eq_simple_bound_of_symmetric	NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	move_source	theorem	public	NumStability.H16_eq16_21_two_mul_lyapunovXiSq_eq_simple_bound_of_symmetric	2972
NumStability.H16_eq16_22_sylvester_perturbation_equation	NumStability.Algorithms.Sylvester.SylvesterPerturbation	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.Equation22	move_source	theorem	public	NumStability.H16_eq16_22_sylvester_perturbation_equation	65
NumStability.H16_eq16_22_sylvester_perturbation_equation_vec	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.Equation22	move_source	theorem	public	NumStability.H16_eq16_22_sylvester_perturbation_equation_vec	294
NumStability.H16_eq16_22_sylvester_perturbation_first_order	NumStability.Algorithms.Sylvester.SylvesterPerturbation	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.Equation22	move_source	theorem	public	NumStability.H16_eq16_22_sylvester_perturbation_first_order	68
NumStability.H16_eq16_22_sylvester_perturbation_first_order_vec	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.Equation22	move_source	theorem	public	NumStability.H16_eq16_22_sylvester_perturbation_first_order_vec	300
NumStability.H16_eq16_23_frobNorm_le_alpha_mul_tripleNorm	NumStability.Algorithms.Sylvester.Higham16Psi	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.Equation23	move_source	theorem	public	NumStability.H16_eq16_23_frobNorm_le_alpha_mul_tripleNorm	209
NumStability.H16_eq16_23_frobNorm_le_beta_mul_tripleNorm	NumStability.Algorithms.Sylvester.Higham16Psi	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.Equation23	move_source	theorem	public	NumStability.H16_eq16_23_frobNorm_le_beta_mul_tripleNorm	214
NumStability.H16_eq16_23_frobNorm_le_gamma_mul_tripleNorm	NumStability.Algorithms.Sylvester.Higham16Psi	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.Equation23	move_source	theorem	public	NumStability.H16_eq16_23_frobNorm_le_gamma_mul_tripleNorm	219
NumStability.H16_eq16_23_sylvesterScaledPerturbationTripleNorm	NumStability.Algorithms.Sylvester.SylvesterPerturbation	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.Equation23	move_source	definition	public	NumStability.H16_eq16_23_sylvesterScaledPerturbationTripleNorm	177
NumStability.H16_eq16_23_sylvesterScaledPerturbationTripleNorm_le_sqrt_three_mul	NumStability.Algorithms.Sylvester.SylvesterPerturbation	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.Equation23	move_source	theorem	public	NumStability.H16_eq16_23_sylvesterScaledPerturbationTripleNorm_le_sqrt_three_mul	183
NumStability.H16_eq16_23_sylvester_first_order_bound_of_pos_le_sylvesterSepInf	NumStability.Algorithms.Sylvester.Higham16Psi	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.Equation23	move_source	theorem	public	NumStability.H16_eq16_23_sylvester_first_order_bound_of_pos_le_sylvesterSepInf	463
NumStability.H16_eq16_23_sylvester_first_order_bound_of_sepLowerBound	NumStability.Algorithms.Sylvester.Higham16Psi	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.Equation23	move_source	theorem	public	NumStability.H16_eq16_23_sylvester_first_order_bound_of_sepLowerBound	442
